Column1,Manufacturer Name,Brand Name,Model Number,Refrig Style,Refrig Defrost Type,Refrigerator Type,Refrig Access,Anti Sweat Heater Switch (T/F),Refrigerant Type,Fresh Food Volume Cu Ft,Freezer Volume Cu Ft,Total Volume Cu Ft,Height Inches,Width Inches,Depth Inches,Annual Energy UseK WH Yr,Add Date,
65201,Maytag,Maytag,PTM1551GRW,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Ozone-Depleting,10.79,4.17,14.96,60,28,29,447.00,4/27/2001 12:00:00 AM,
65204,Maytag,Maytag,PTM1752GRQ,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Ozone-Depleting,11.96,4.82,16.78,65,28,29,469.00,4/27/2001 12:00:00 AM,
65203,Maytag,Maytag,PTM1752GRW,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Ozone-Depleting,11.96,4.82,16.78,60,28,29,469.00,4/27/2001 12:00:00 AM,
65137,Maytag,Maytag,PTM1953GEQ,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Ozone-Depleting,13.17,5.41,18.58,65,30,29,440.00,4/27/2001 12:00:00 AM,
65136,Maytag,Maytag,PTM1953GEW,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Ozone-Depleting,13.17,5.41,18.58,65,30,29,440.00,4/27/2001 12:00:00 AM,
65206,Maytag,Maytag,PTM1953GRQ,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Ozone-Depleting,13.17,5.41,18.58,65,30,29,489.00,4/27/2001 12:00:00 AM,
65205,Maytag,Maytag,PTM1953GRW,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Ozone-Depleting,13.17,5.41,18.58,65,30,29,489.00,4/27/2001 12:00:00 AM,
68587,Maytag Appliances - Amana Refrigeration Products,Admiral,GSD2615HE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,34,617.00,4/11/2005 12:00:00 AM,
49453,Maytag Appliances - Amana Refrigeration Products,Admiral,LSD2615HE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,34,617.00,10/13/2004 12:00:00 AM,
68590,Maytag Appliances - Amana Refrigeration Products,Admiral,LSD2615HEZ,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,34,617.00,4/11/2005 12:00:00 AM,
48522,Maytag Appliances - Amana Refrigeration Products,Amana,ABB1921DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,67,30,31,476.00,2/9/2004 12:00:00 AM,
68340,Maytag Appliances - Amana Refrigeration Products,Amana,ABB1921FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,12.93,5.58,18.51,67,30,31,476.00,4/14/2006 12:00:00 AM,
68339,Maytag Appliances - Amana Refrigeration Products,Amana,ABB1922FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,12.93,5.58,18.51,67,30,31,448.00,4/14/2006 12:00:00 AM,
48966,Maytag Appliances - Amana Refrigeration Products,Amana,ABB1924DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,67,30,31,476.00,2/9/2004 12:00:00 AM,
48967,Maytag Appliances - Amana Refrigeration Products,Amana,ABB1927DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,67,30,31,476.00,2/9/2004 12:00:00 AM,
48965,Maytag Appliances - Amana Refrigeration Products,Amana,ABB192ZDE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,67,30,31,476.00,2/9/2004 12:00:00 AM,
68376,Maytag Appliances - Amana Refrigeration Products,Amana,ABB2221FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.56,6.30,21.86,70,33,31,488.00,4/14/2006 12:00:00 AM,
68373,Maytag Appliances - Amana Refrigeration Products,Amana,ABB2222FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,15.56,6.30,21.86,70,33,31,459.00,4/14/2006 12:00:00 AM,
49493,Maytag Appliances - Amana Refrigeration Products,Amana,ABB2223DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,15.62,6.30,21.92,70,33,31,488.00,4/14/2004 12:00:00 AM,
48980,Maytag Appliances - Amana Refrigeration Products,Amana,ABB2224DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,15.62,6.30,21.92,70,33,31,488.00,2/20/2004 12:00:00 AM,
48979,Maytag Appliances - Amana Refrigeration Products,Amana,ABB222ZDE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.62,6.30,21.92,70,33,31,488.00,2/20/2004 12:00:00 AM,
68384,Maytag Appliances - Amana Refrigeration Products,Amana,ABB2522FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,17.76,7.29,25.05,70,36,32,475.00,4/14/2006 12:00:00 AM,
48890,Maytag Appliances - Amana Refrigeration Products,Amana,ABB2527DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,17.77,7.29,25.06,70,36,32,505.00,3/5/2004 12:00:00 AM,
48468,Maytag Appliances - Amana Refrigeration Products,Amana,ABC2037DP*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.42,5.47,19.89,70,36,27,481.00,6/23/2004 12:00:00 AM,
48467,Maytag Appliances - Amana Refrigeration Products,Amana,ABC2037DT*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.42,5.47,19.89,70,36,27,481.00,6/23/2004 12:00:00 AM,
68825,Maytag Appliances - Amana Refrigeration Products,Amana,ABD2533DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,17.76,7.28,25.04,70,36,32,505.00,6/23/2004 12:00:00 AM,
68341,Maytag Appliances - Amana Refrigeration Products,Amana,ABL1927FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,12.93,5.58,18.51,67,30,31,476.00,4/14/2006 12:00:00 AM,
67790,Maytag Appliances - Amana Refrigeration Products,Amana,ABL192ZFE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.58,18.51,67,30,31,476.00,10/3/2006 12:00:00 AM,
68364,Maytag Appliances - Amana Refrigeration Products,Amana,ABL2037FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.42,5.47,19.89,70,36,27,481.00,4/14/2006 12:00:00 AM,
68377,Maytag Appliances - Amana Refrigeration Products,Amana,ABL2227FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.56,6.30,21.86,70,33,31,488.00,4/14/2006 12:00:00 AM,
68379,Maytag Appliances - Amana Refrigeration Products,Amana,ABL2233FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.56,6.30,21.86,70,33,31,488.00,4/14/2006 12:00:00 AM,
68387,Maytag Appliances - Amana Refrigeration Products,Amana,ABL2527FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,17.76,7.29,25.05,70,36,32,505.00,4/14/2006 12:00:00 AM,
68389,Maytag Appliances - Amana Refrigeration Products,Amana,ABL2533FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,17.76,7.29,25.05,70,36,32,505.00,4/14/2006 12:00:00 AM,
68342,Maytag Appliances - Amana Refrigeration Products,Amana,ABR1927FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,12.93,5.58,18.51,67,30,31,476.00,4/14/2006 12:00:00 AM,
67791,Maytag Appliances - Amana Refrigeration Products,Amana,ABR192ZFE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.58,18.51,67,30,31,476.00,10/3/2006 12:00:00 AM,
68365,Maytag Appliances - Amana Refrigeration Products,Amana,ABR2037FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.42,5.47,19.89,70,36,27,481.00,4/14/2006 12:00:00 AM,
68378,Maytag Appliances - Amana Refrigeration Products,Amana,ABR2227FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.56,6.30,21.86,70,33,31,488.00,4/14/2006 12:00:00 AM,
68380,Maytag Appliances - Amana Refrigeration Products,Amana,ABR2233FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.56,6.30,21.86,70,33,31,488.00,4/14/2006 12:00:00 AM,
68388,Maytag Appliances - Amana Refrigeration Products,Amana,ABR2527FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,17.76,7.29,25.05,70,36,32,505.00,4/14/2006 12:00:00 AM,
68390,Maytag Appliances - Amana Refrigeration Products,Amana,ABR2533FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,17.76,7.29,25.05,70,36,32,505.00,4/14/2006 12:00:00 AM,
148,Maytag Appliances - Amana Refrigeration Products,Amana,ACD2232HR*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,13.48,8.09,21.57,70,36,27,650.00,5/18/2005 12:00:00 AM,
68553,Maytag Appliances - Amana Refrigeration Products,Amana,ACD2234KR*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,13.48,8.09,21.57,70,36,27,650.00,7/20/2006 12:00:00 AM,
68843,Maytag Appliances - Amana Refrigeration Products,Amana,AFB2523DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,True,Non-Ozone-Depleting,17.51,7.28,24.79,70,36,32,505.00,6/24/2004 12:00:00 AM,
68399,Maytag Appliances - Amana Refrigeration Products,Amana,AFB2534FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,True,Non-Ozone-Depleting,17.51,7.28,24.79,70,36,32,505.00,4/19/2006 12:00:00 AM,
67692,Maytag Appliances - Amana Refrigeration Products,Amana,AFC2033DR*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.15,5.47,19.62,70,36,27,561.00,12/22/2005 12:00:00 AM,
49488,Maytag Appliances - Amana Refrigeration Products,Amana,AFD2535DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,True,Non-Ozone-Depleting,17.52,7.29,24.81,70,36,32,505.00,4/14/2004 12:00:00 AM,
68400,Maytag Appliances - Amana Refrigeration Products,Amana,AFD2535FE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,True,Non-Ozone-Depleting,17.51,7.28,24.79,70,36,32,505.00,4/19/2006 12:00:00 AM,
67715,Maytag Appliances - Amana Refrigeration Products,Amana,AFI2538AE*,Bottom Freezer w/Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,18.30,6.61,24.91,70,36,32,581.00,12/22/2005 12:00:00 AM,
48835,Maytag Appliances - Amana Refrigeration Products,Amana,ANN2227DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.62,6.30,21.92,70,33,31,488.00,3/5/2004 12:00:00 AM,
48833,Maytag Appliances - Amana Refrigeration Products,Amana,ANN2524DE*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,17.77,7.29,25.06,70,36,32,505.00,3/5/2004 12:00:00 AM,
66587,Maytag Appliances - Amana Refrigeration Products,Amana,ARB1905C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,66,30,33,560.00,5/2/2002 12:00:00 AM,
66595,Maytag Appliances - Amana Refrigeration Products,Amana,ARB190RC*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,66,30,33,504.00,5/2/2002 12:00:00 AM,
66588,Maytag Appliances - Amana Refrigeration Products,Amana,ARB190ZC*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,66,30,33,560.00,5/2/2002 12:00:00 AM,
66594,Maytag Appliances - Amana Refrigeration Products,Amana,ARB1914C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,66,30,33,504.00,5/2/2002 12:00:00 AM,
66596,Maytag Appliances - Amana Refrigeration Products,Amana,ARB1917C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,66,30,33,504.00,5/2/2002 12:00:00 AM,
66597,Maytag Appliances - Amana Refrigeration Products,Amana,ARB194RC*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.93,5.59,18.52,66,30,33,504.00,5/2/2002 12:00:00 AM,
66542,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2107A*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.38,6.13,20.51,68,33,34,537.00,4/17/2002 12:00:00 AM,
66543,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2109A*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.38,6.13,20.51,68,33,34,537.00,4/17/2002 12:00:00 AM,
66544,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2117A*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.38,6.13,20.51,68,33,34,537.00,4/17/2002 12:00:00 AM,
66536,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2117B*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.38,6.13,20.51,68,33,34,513.00,4/17/2002 12:00:00 AM,
66608,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2205C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.61,6.31,21.92,69,33,33,578.00,5/2/2002 12:00:00 AM,
50424,Maytag Appliances - Amana Refrigeration Products,Amana,ARB220RC*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.61,6.31,21.92,69,33,33,520.00,5/2/2002 12:00:00 AM,
66609,Maytag Appliances - Amana Refrigeration Products,Amana,ARB220ZC*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.61,6.31,21.92,69,33,33,578.00,5/2/2002 12:00:00 AM,
66616,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2214C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,15.61,6.31,21.92,69,33,33,520.00,5/2/2002 12:00:00 AM,
50425,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2217C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,15.61,6.31,21.92,69,33,33,520.00,5/2/2002 12:00:00 AM,
50426,Maytag Appliances - Amana Refrigeration Products,Amana,ARB224RC*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.61,6.31,21.92,69,33,33,520.00,5/2/2002 12:00:00 AM,
65512,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2257C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,15.61,6.31,21.92,69,33,33,520.00,6/20/2002 12:00:00 AM,
62235,Maytag Appliances - Amana Refrigeration Products,Amana,ARB2259C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,15.61,6.31,21.92,69,33,33,520.00,6/20/2002 12:00:00 AM,
63988,Maytag Appliances - Amana Refrigeration Products,Amana,ARB8057C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.42,5.48,19.90,69,36,27,509.00,6/20/2002 12:00:00 AM,
65516,Maytag Appliances - Amana Refrigeration Products,Amana,ARB9058C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.42,5.48,19.90,69,36,27,509.00,6/20/2002 12:00:00 AM,
62389,Maytag Appliances - Amana Refrigeration Products,Amana,ARB9059C*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Both Drawer and Door,False,Non-Ozone-Depleting,14.42,5.48,19.90,69,36,27,509.00,6/20/2002 12:00:00 AM,
66563,Maytag Appliances - Amana Refrigeration Products,Amana,ARS2464B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.81,8.93,23.74,69,36,32,688.00,4/17/2002 12:00:00 AM,
66580,Maytag Appliances - Amana Refrigeration Products,Amana,ARS2606B*,Side-by-Side w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,70,36,35,657.00,4/17/2002 12:00:00 AM,
66658,Maytag Appliances - Amana Refrigeration Products,Amana,ARS2661B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,70,36,35,705.00,11/20/2002 12:00:00 AM,
66573,Maytag Appliances - Amana Refrigeration Products,Amana,ARS2664B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,69,36,35,705.00,4/17/2002 12:00:00 AM,
66574,Maytag Appliances - Amana Refrigeration Products,Amana,ARS2667B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,69,36,35,705.00,4/17/2002 12:00:00 AM,
66575,Maytag Appliances - Amana Refrigeration Products,Amana,ARS266KB*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,69,36,35,705.00,4/17/2002 12:00:00 AM,
66576,Maytag Appliances - Amana Refrigeration Products,Amana,ARS266MB*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,69,36,35,705.00,4/17/2002 12:00:00 AM,
66577,Maytag Appliances - Amana Refrigeration Products,Amana,ARS266RB*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,69,36,35,705.00,4/17/2002 12:00:00 AM,
62267,Maytag Appliances - Amana Refrigeration Products,Amana,ARS266ZB*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,70,36,35,705.00,7/30/2002 12:00:00 AM,
65215,Maytag Appliances - Amana Refrigeration Products,Amana,ARS8265B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,13.56,8.00,21.56,70,36,29,654.00,6/20/2002 12:00:00 AM,
66551,Maytag Appliances - Amana Refrigeration Products,Amana,ARS8267B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,13.56,8.00,21.56,70,36,29,654.00,4/17/2002 12:00:00 AM,
66452,Maytag Appliances - Amana Refrigeration Products,Amana,ARS9265B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,13.56,8.00,21.56,70,36,29,654.00,6/20/2002 12:00:00 AM,
65299,Maytag Appliances - Amana Refrigeration Products,Amana,ARS9266B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,13.56,8.00,21.56,70,36,29,654.00,6/20/2002 12:00:00 AM,
66552,Maytag Appliances - Amana Refrigeration Products,Amana,ARS9268B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,13.56,8.00,21.56,70,36,29,654.00,4/17/2002 12:00:00 AM,
66553,Maytag Appliances - Amana Refrigeration Products,Amana,ARS9269B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,13.56,8.00,21.56,70,36,29,654.00,4/17/2002 12:00:00 AM,
66567,Maytag Appliances - Amana Refrigeration Products,Amana,ARSE664B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,69,36,35,653.00,4/17/2002 12:00:00 AM,
61301,Maytag Appliances - Amana Refrigeration Products,Amana,ARSE665B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,70,36,35,653.00,6/20/2002 12:00:00 AM,
66568,Maytag Appliances - Amana Refrigeration Products,Amana,ARSE667B*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,69,36,35,653.00,4/17/2002 12:00:00 AM,
66569,Maytag Appliances - Amana Refrigeration Products,Amana,ARSE66MB*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,70,36,35,653.00,4/17/2002 12:00:00 AM,
66657,Maytag Appliances - Amana Refrigeration Products,Amana,ARSE66ZB*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.94,9.68,25.62,70,36,35,653.00,11/20/2002 12:00:00 AM,
68844,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2324HE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.75,7.85,22.60,69,33,33,580.00,6/28/2004 12:00:00 AM,
67694,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2325KE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.75,7.85,22.60,69,33,33,580.00,12/22/2005 12:00:00 AM,
68701,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2326HE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.75,7.85,22.60,69,33,33,580.00,8/25/2004 12:00:00 AM,
48359,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2328HE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.75,7.85,22.60,69,33,33,580.00,8/25/2004 12:00:00 AM,
48221,Maytag Appliances - Amana Refrigeration Products,Amana,ASD261RHR*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,34,705.00,2/16/2005 12:00:00 AM,
48220,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2620HR*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,34,705.00,2/16/2005 12:00:00 AM,
67698,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2621KR*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,34,705.00,12/22/2005 12:00:00 AM,
67699,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2625KE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,34,617.00,12/22/2005 12:00:00 AM,
49457,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2626HE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,31,580.00,4/1/2004 12:00:00 AM,
67700,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2627KE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,31,580.00,12/22/2005 12:00:00 AM,
49458,Maytag Appliances - Amana Refrigeration Products,Amana,ASD2628HE*,Side-by-Side w/Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,15.83,9.77,25.60,70,36,31,580.00,4/1/2004 12:00:00 AM,
66529,Maytag Appliances - Amana Refrigeration Products,Amana,BB20V1*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.08,5.62,19.70,69,36,27,564.00,4/17/2002 12:00:00 AM,
66545,Maytag Appliances - Amana Refrigeration Products,Amana,BC21V1*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.38,6.13,20.51,68,33,34,537.00,4/17/2002 12:00:00 AM,
66546,Maytag Appliances - Amana Refrigeration Products,Amana,BCI21V1*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.38,6.13,20.51,68,33,34,537.00,4/17/2002 12:00:00 AM,
66532,Maytag Appliances - Amana Refrigeration Products,Amana,BG21V1*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,14.39,6.11,20.50,68,33,34,537.00,4/17/2002 12:00:00 AM,
66517,Maytag Appliances - Amana Refrigeration Products,Amana,BR18V1*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.46,5.59,18.05,66,30,33,527.00,4/17/2002 12:00:00 AM,
66515,Maytag Appliances - Amana Refrigeration Products,Amana,BR18V2*,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,12.46,5.59,18.05,66,30,33,502.00,4/17/2002 12:00:00 AM,
