Column1,Manufacturer Name,Brand Name,Model Number,Refrig Style,Refrig Defrost Type,Refrigerator Type,Refrig Access,Anti Sweat Heater Switch (T/F),Refrigerant Type,Fresh Food Volume Cu Ft,Freezer Volume Cu Ft,Total Volume Cu Ft,Height Inches,Width Inches,Depth Inches,Annual Energy UseK WH Yr,Add Date,
79032,AGA Marvel,D.C.S.,RF24D*,Single Door,Automatic,Refrigerator,Drawer,False,Non-Ozone-Depleting,5.84,,5.84,34,24,25,400.52,8/3/2011 12:00:00 AM,
79031,AGA Marvel,D.C.S.,RF24RE2,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,5.93,,5.93,34,24,25,317.43,8/3/2011 12:00:00 AM,
79033,AGA Marvel,D.C.S.,RF24T*,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.54,,6.54,34,24,25,399.88,8/3/2011 12:00:00 AM,
79019,AGA Marvel,Marvel,30AR****,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,2.90,,2.90,35,15,24,336.77,8/3/2011 12:00:00 AM,
78938,AGA Marvel,Marvel,30WCM***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,2.86,,2.86,34,15,24,344.75,7/27/2011 12:00:00 AM,
78943,AGA Marvel,Marvel,3BARE***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,3.10,,3.10,34,15,24,277.17,7/27/2011 12:00:00 AM,
78944,AGA Marvel,Marvel,3BARM***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,3.07,,3.07,34,15,24,305.98,7/27/2011 12:00:00 AM,
78935,AGA Marvel,Marvel,3SWCE***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,2.81,,2.81,34,15,24,252.41,7/27/2011 12:00:00 AM,
79025,AGA Marvel,Marvel,60RDE****,Drawer Unit,Automatic,Refrigerator,Drawer,False,Non-Ozone-Depleting,5.84,,5.84,34,24,25,400.52,8/3/2011 12:00:00 AM,
79021,AGA Marvel,Marvel,61ARM***,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,5.93,,5.93,34,24,25,300.66,8/3/2011 12:00:00 AM,
79022,AGA Marvel,Marvel,61ARMB***,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,5.93,,5.93,34,24,25,315.16,8/3/2011 12:00:00 AM,
78948,AGA Marvel,Marvel,61BARMP*,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.39,,6.39,34,24,24,374.48,7/27/2011 12:00:00 AM,
79027,AGA Marvel,Marvel,61HK*,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.54,,6.54,34,24,25,399.88,8/3/2011 12:00:00 AM,
78939,AGA Marvel,Marvel,61WCM***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.36,,6.36,34,24,24,399.72,7/27/2011 12:00:00 AM,
78940,AGA Marvel,Marvel,61WCMP*,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.36,,6.36,34,24,24,399.72,7/27/2011 12:00:00 AM,
79020,AGA Marvel,Marvel,6ADAM***,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,5.54,,5.54,32,24,25,294.06,8/3/2011 12:00:00 AM,
78946,AGA Marvel,Marvel,6BARM***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.39,,6.39,34,24,24,374.48,7/27/2011 12:00:00 AM,
79024,AGA Marvel,Marvel,6GARM*,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,5.64,,5.64,34,24,25,412.63,8/3/2011 12:00:00 AM,
79023,AGA Marvel,Marvel,6OARM***,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,5.93,,5.93,34,24,25,317.43,8/3/2011 12:00:00 AM,
78947,AGA Marvel,Marvel,6OBARM**,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.39,,6.39,34,24,24,374.48,7/27/2011 12:00:00 AM,
79028,AGA Marvel,Marvel,6OHK*,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.54,,6.54,34,24,25,399.88,8/3/2011 12:00:00 AM,
79026,AGA Marvel,Marvel,6ORDE***,Drawer Unit,Automatic,Refrigerator,Drawer,False,Non-Ozone-Depleting,5.84,,5.84,34,24,25,400.52,8/3/2011 12:00:00 AM,
78941,AGA Marvel,Marvel,6OSWCE**,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.55,,6.55,34,24,24,416.07,7/27/2011 12:00:00 AM,
78945,AGA Marvel,Marvel,6SBARE**,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.42,,6.42,34,24,24,339.82,7/27/2011 12:00:00 AM,
78942,AGA Marvel,Marvel,6SDZE***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,5.45,,5.45,34,24,24,348.78,7/27/2011 12:00:00 AM,
78936,AGA Marvel,Marvel,6SWCE***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.55,,6.55,34,24,24,416.07,7/27/2011 12:00:00 AM,
79029,AGA Marvel,Marvel,80RDE****,Drawer Unit,Automatic,Refrigerator,Drawer,False,Non-Ozone-Depleting,7.74,,7.74,34,30,25,428.03,8/3/2011 12:00:00 AM,
79030,AGA Marvel,Marvel,80RF*,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,7.16,,7.16,34,30,25,326.81,8/3/2011 12:00:00 AM,
78949,AGA Marvel,Marvel,8SBARE**,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,8.30,,8.30,34,30,24,434.97,7/27/2011 12:00:00 AM,
78937,AGA Marvel,Marvel,8SWCE***,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,8.24,,8.24,34,30,24,428.57,7/27/2011 12:00:00 AM,
78950,AGA Marvel,Northland Kitchen Appliances,3SWCE****,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,2.81,,2.81,34,15,24,252.41,7/27/2011 12:00:00 AM,
78951,AGA Marvel,Northland Kitchen Appliances,6SWCE****,Wine Chiller,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.55,,6.55,34,24,24,416.07,7/27/2011 12:00:00 AM,
79035,AGA Marvel,Twin Eagle,TEBK24*,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,6.54,,6.54,34,24,25,399.88,8/3/2011 12:00:00 AM,
79034,AGA Marvel,Twin Eagle,TEOR24*,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,5.93,,5.93,34,24,25,317.43,8/3/2011 12:00:00 AM,
79038,AGA Marvel,Viking,DFRD144*,Drawer Unit,Automatic,Refrigerator,Drawer,False,Non-Ozone-Depleting,5.84,,5.84,34,24,25,400.52,8/3/2011 12:00:00 AM,
79037,AGA Marvel,Viking,DURD144*,Drawer Unit,Automatic,Refrigerator,Drawer,False,Non-Ozone-Depleting,5.84,,5.84,34,24,25,400.52,8/3/2011 12:00:00 AM,
79036,AGA Marvel,Viking,VUBD140*,Drawer Unit,Automatic,Refrigerator,Drawer,False,Non-Ozone-Depleting,5.84,,5.84,34,24,25,399.88,8/3/2011 12:00:00 AM,
79039,AGA Marvel,Viking,VURD140****,Drawer Unit,Automatic,Refrigerator,Drawer,False,Non-Ozone-Depleting,5.84,,5.84,34,24,25,400.52,8/3/2011 12:00:00 AM,
69922,Anhui Only Electronic Co. Ltd.,Konka,BC-48,Single Door,Manual,Refrigerator,,False,,1.67,,1.67,20,18,18,285.33,11/3/2008 12:00:00 AM,
69923,Anhui Only Electronic Co. Ltd.,Only,BC-48,Single Door,Manual,Refrigerator,,False,,1.67,,1.67,20,18,18,285.33,11/3/2008 12:00:00 AM,
77116,Aucma,Daewoo Electronics,FF-110HE,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,3.60,3.60,30,29,20,207.00,11/12/2010 12:00:00 AM,
77117,Aucma,Daewoo Electronics,FF-157HE,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,5.01,5.01,33,29,22,237.00,11/12/2010 12:00:00 AM,
77118,Aucma,Daewoo Electronics,FF-225HE,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,7.17,7.17,33,38,22,270.00,11/12/2010 12:00:00 AM,
66306,Avanti,Avanti,1151WT-1,Top Freezer w/o Ice thru door,Partial Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,8.65,2.54,11.19,68,24,24,314.00,2/11/2002 12:00:00 AM,
65933,Avanti,Avanti,1201W-1,Internal Freezer,Partial Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,10.10,1.10,11.20,67,24,23,286.00,2/11/2002 12:00:00 AM,
61371,Avanti,Avanti,18CYW/CYB/CYC,Single Door,Manual,Refrigerator,Door,False,Ozone-Depleting,1.70,,1.70,19,18,17,256.00,7/27/1998 12:00:00 AM,
65924,Avanti,Avanti,18P,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,1.70,,1.70,20,19,18,280.00,2/11/2002 12:00:00 AM,
61373,Avanti,Avanti,248YW/YB,Single Door,Manual,Refrigerator,Door,False,Ozone-Depleting,2.50,,2.50,25,18,17,301.00,7/27/1998 12:00:00 AM,
61499,Avanti,Avanti,249SYW,Single Door,Manual,Refrigerator,Door,False,Ozone-Depleting,2.50,,2.50,25,18,17,301.00,8/25/1998 12:00:00 AM,
49474,Avanti,Avanti,322YW,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,3.20,,3.20,33,19,18,307.00,4/2/2004 12:00:00 AM,
49475,Avanti,Avanti,323YB,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,3.20,,3.20,33,19,18,307.00,4/2/2004 12:00:00 AM,
49477,Avanti,Avanti,324WTD,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,3.20,,3.20,33,19,18,307.00,4/2/2004 12:00:00 AM,
49476,Avanti,Avanti,324YSS,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,3.20,,3.20,33,19,18,307.00,4/2/2004 12:00:00 AM,
49478,Avanti,Avanti,325BTD,Single Door,Automatic,Refrigerator,Door,False,Non-Ozone-Depleting,3.20,,3.20,33,19,18,307.00,4/2/2004 12:00:00 AM,
65927,Avanti,Avanti,444YSS,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.40,,4.40,34,19,21,336.00,2/11/2002 12:00:00 AM,
66301,Avanti,Avanti,445YW-1,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.40,,4.40,34,21,22,292.00,2/11/2002 12:00:00 AM,
65928,Avanti,Avanti,446YB,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.40,,4.40,34,21,22,292.00,2/11/2002 12:00:00 AM,
66302,Avanti,Avanti,447YSS,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.40,,4.40,34,21,22,292.00,2/11/2002 12:00:00 AM,
61376,Avanti,Avanti,498YW/YB,Single Door,Manual,Refrigerator,Door,False,Ozone-Depleting,4.00,,4.00,33,20,19,328.00,7/27/1998 12:00:00 AM,
49469,Avanti,Avanti,651W***,Top Freezer w/o Ice thru door,Partial Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,4.60,1.70,6.30,47,22,24,254.00,4/2/2004 12:00:00 AM,
49470,Avanti,Avanti,653SS***,Top Freezer w/o Ice thru door,Partial Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,4.60,1.70,6.30,47,22,24,254.00,4/2/2004 12:00:00 AM,
65932,Avanti,Avanti,871SST-1,Top Freezer w/o Ice thru door,Partial Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,6.40,1.70,8.10,57,22,24,287.00,2/11/2002 12:00:00 AM,
66305,Avanti,Avanti,871WT-1,Top Freezer w/o Ice thru door,Partial Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,6.40,1.70,8.10,57,22,24,287.00,2/11/2002 12:00:00 AM,
78848,Avanti,Avanti,AR1733B,Single Door,Automatic,Refrigerator,Drawer,False,,1.70,,1.70,20,18,18,265.00,7/22/2011 12:00:00 AM,
78849,Avanti,Avanti,AR2412B,Single Door,Automatic,Refrigerator,Drawer,False,,2.40,,2.40,25,19,18,278.00,7/22/2011 12:00:00 AM,
78850,Avanti,Avanti,BCA3191B,Single Door,Automatic,Refrigerator,Drawer,False,,3.20,,3.20,34,19,18,259.00,7/22/2011 12:00:00 AM,
78851,Avanti,Avanti,BCA4560W-2,Single Door,Automatic,Refrigerator,Drawer,False,,4.40,,4.40,33,21,22,321.00,7/22/2011 12:00:00 AM,
78852,Avanti,Avanti,BCA4561B-2,Single Door,Automatic,Refrigerator,Drawer,False,,4.40,,4.40,33,21,22,321.00,7/22/2011 12:00:00 AM,
78853,Avanti,Avanti,BCA4562SS-2,Single Door,Automatic,Refrigerator,Drawer,False,,4.40,,4.40,33,21,22,321.00,7/22/2011 12:00:00 AM,
65931,Avanti,Avanti,BCA902W,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,8.87,,8.87,57,22,24,247.00,2/11/2002 12:00:00 AM,
49468,Avanti,Avanti,BMF88***,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,5.31,3.54,8.85,66,22,24,319.00,4/2/2004 12:00:00 AM,
78871,Avanti,Avanti,CF1010,Chest Freezer,Manual,Freezer,Drawer,False,,,3.40,3.40,33,23,23,204.00,7/22/2011 12:00:00 AM,
78872,Avanti,Avanti,CF1011PS,Chest Freezer,Manual,Freezer,Drawer,False,,,3.40,3.40,33,23,23,204.00,7/22/2011 12:00:00 AM,
66310,Avanti,Avanti,CF141,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,5.00,5.00,33,33,22,200.00,2/11/2002 12:00:00 AM,
49463,Avanti,Avanti,CF142,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,5.30,5.30,34,28,25,240.00,4/1/2004 12:00:00 AM,
78873,Avanti,Avanti,CF1510,Chest Freezer,Manual,Freezer,Drawer,False,,,5.10,5.10,33,31,23,216.00,7/22/2011 12:00:00 AM,
49464,Avanti,Avanti,CF199,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,7.00,7.00,34,34,25,270.00,4/1/2004 12:00:00 AM,
65937,Avanti,Avanti,CF200,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,7.00,7.00,34,33,26,271.00,2/11/2002 12:00:00 AM,
78874,Avanti,Avanti,CF2010,Chest Freezer,Manual,Freezer,Drawer,False,,,6.91,6.91,33,38,23,265.00,7/22/2011 12:00:00 AM,
65254,Avanti,Avanti,CF49**,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,3.70,3.70,34,23,24,166.00,3/13/2002 12:00:00 AM,
49461,Avanti,Avanti,CF60,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,2.10,2.10,34,17,25,183.00,4/1/2004 12:00:00 AM,
78868,Avanti,Avanti,CF63,Chest Freezer,Manual,Freezer,Drawer,False,,,2.10,2.10,34,20,22,180.00,7/22/2011 12:00:00 AM,
78869,Avanti,Avanti,CF65,Chest Freezer,Manual,Freezer,Drawer,False,,,2.10,2.10,35,20,23,186.00,7/22/2011 12:00:00 AM,
65936,Avanti,Avanti,CF96,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,3.40,3.40,33,27,22,184.00,2/11/2002 12:00:00 AM,
49462,Avanti,Avanti,CF97,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,3.40,3.40,34,26,22,210.00,4/1/2004 12:00:00 AM,
78870,Avanti,Avanti,CF99PS,Chest Freezer,Manual,Freezer,Drawer,False,,,3.40,3.40,34,24,21,212.00,7/22/2011 12:00:00 AM,
66308,Avanti,Avanti,FF100,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,6.50,3.20,9.70,65,24,25,382.00,2/11/2002 12:00:00 AM,
78862,Avanti,Avanti,FF1008W,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,7.40,2.50,9.90,60,24,26,386.00,7/22/2011 12:00:00 AM,
78863,Avanti,Avanti,FF1009PS,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,7.40,2.50,9.90,60,24,26,386.00,7/22/2011 12:00:00 AM,
49465,Avanti,Avanti,FF11****,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,7.50,2.40,9.90,60,24,26,375.95,4/2/2004 12:00:00 AM,
78864,Avanti,Avanti,FF1212W,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,8.76,3.53,12.29,60,24,32,328.00,7/22/2011 12:00:00 AM,
78856,Avanti,Avanti,FF430W,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,3.00,1.30,4.30,45,19,23,256.00,7/22/2011 12:00:00 AM,
49466,Avanti,Avanti,FF50***,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,3.40,1.50,4.90,49,20,23,332.15,4/2/2004 12:00:00 AM,
78857,Avanti,Avanti,FF760W,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,5.20,2.50,7.70,60,22,25,365.00,7/22/2011 12:00:00 AM,
49467,Avanti,Avanti,FF80***,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,5.60,2.40,8.00,52,24,27,353.00,4/2/2004 12:00:00 AM,
66307,Avanti,Avanti,FF8SSR,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,6.20,1.91,8.11,64,22,25,356.00,2/11/2002 12:00:00 AM,
65934,Avanti,Avanti,FF8WR,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,6.20,1.91,8.11,64,22,25,356.00,2/11/2002 12:00:00 AM,
78858,Avanti,Avanti,FF991W,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,7.12,2.81,9.93,59,24,26,383.00,7/22/2011 12:00:00 AM,
78859,Avanti,Avanti,FF992PS,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,7.12,2.81,9.93,59,24,26,383.00,7/22/2011 12:00:00 AM,
78860,Avanti,Avanti,FF998W,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,7.50,2.50,10.00,60,24,25,378.00,7/22/2011 12:00:00 AM,
78861,Avanti,Avanti,FF999PS,Top Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,7.50,2.50,10.00,60,24,25,378.00,7/22/2011 12:00:00 AM,
78865,Avanti,Avanti,FFBM920W,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,6.35,2.83,9.18,60,24,27,405.00,7/22/2011 12:00:00 AM,
78866,Avanti,Avanti,FFBM921PS,Bottom Freezer w/o Ice thru door,Automatic,Refrigerator-freezer,Drawer,False,,6.35,2.83,9.18,60,24,27,405.00,7/22/2011 12:00:00 AM,
78845,Avanti,Avanti,RA303WT,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,2.22,0.94,3.16,34,19,21,259.00,7/22/2011 12:00:00 AM,
78846,Avanti,Avanti,RA304BT,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,2.22,0.94,3.16,34,19,21,259.00,7/22/2011 12:00:00 AM,
78847,Avanti,Avanti,RA305SST,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,2.22,0.94,3.16,34,19,21,259.00,7/22/2011 12:00:00 AM,
78875,Avanti,Avanti,RA3100WT,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,0.88,2.18,3.06,34,19,21,267.00,7/22/2011 12:00:00 AM,
78876,Avanti,Avanti,RA3101BT,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,0.88,2.18,3.06,34,19,21,267.00,7/22/2011 12:00:00 AM,
78877,Avanti,Avanti,RA3102PST,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,0.88,2.18,3.06,34,19,21,267.00,7/22/2011 12:00:00 AM,
78878,Avanti,Avanti,RA3103SST,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,0.88,2.18,3.06,34,19,21,267.00,7/22/2011 12:00:00 AM,
78854,Avanti,Avanti,RA751WT,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,5.73,1.36,7.09,56,22,23,317.00,7/22/2011 12:00:00 AM,
78855,Avanti,Avanti,RA752PST,Top Freezer w/o Ice thru door,Manual,Refrigerator-freezer,Drawer,False,,5.73,1.36,7.09,56,22,23,317.00,7/22/2011 12:00:00 AM,
49471,Avanti,Avanti,RM17***,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,1.70,,1.70,20,19,18,280.00,4/2/2004 12:00:00 AM,
66299,Avanti,Avanti,RM171W,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,1.70,,1.70,20,18,19,296.00,2/11/2002 12:00:00 AM,
78836,Avanti,Avanti,RM1730W,Single Door,Manual,Refrigerator,Drawer,False,,1.70,,1.70,20,18,18,247.00,7/22/2011 12:00:00 AM,
78837,Avanti,Avanti,RM1731B,Single Door,Manual,Refrigerator,Drawer,False,,1.70,,1.70,20,18,18,247.00,7/22/2011 12:00:00 AM,
78838,Avanti,Avanti,RM1732PS,Single Door,Manual,Refrigerator,Drawer,False,,1.70,,1.70,20,18,18,247.00,7/22/2011 12:00:00 AM,
79599,Avanti,Avanti,RM1740W,Single Door,Manual,Refrigerator,Drawer,False,,1.70,,1.70,21,18,19,309.00,11/16/2011 12:00:00 AM,
79600,Avanti,Avanti,RM1741B,Single Door,Manual,Refrigerator,Drawer,False,,1.70,,1.70,21,18,19,309.00,11/16/2011 12:00:00 AM,
79601,Avanti,Avanti,RM1742PS,Single Door,Manual,Refrigerator,Drawer,False,,1.70,,1.70,21,18,19,309.00,11/16/2011 12:00:00 AM,
79602,Avanti,Avanti,RM1743SS,Single Door,Manual,Refrigerator,Drawer,False,,1.70,,1.70,21,18,19,309.00,11/16/2011 12:00:00 AM,
66298,Avanti,Avanti,RM18W,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,1.72,,1.72,21,18,21,275.00,2/11/2002 12:00:00 AM,
65925,Avanti,Avanti,RM19B,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,1.72,,1.72,21,18,21,275.00,2/11/2002 12:00:00 AM,
78839,Avanti,Avanti,RM2411B,Single Door,Manual,Refrigerator,Drawer,False,,2.40,,2.40,25,19,18,252.00,7/22/2011 12:00:00 AM,
78840,Avanti,Avanti,RM3152W,Single Door,Manual,Refrigerator,Drawer,False,,3.20,,3.20,33,19,18,276.00,7/22/2011 12:00:00 AM,
78841,Avanti,Avanti,RM3153B,Single Door,Manual,Refrigerator,Drawer,False,,3.20,,3.20,33,19,18,276.00,7/22/2011 12:00:00 AM,
66300,Avanti,Avanti,RM32*,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,3.10,,3.10,33,18,20,315.00,2/11/2002 12:00:00 AM,
79603,Avanti,Avanti,RM3420W,Single Door,Manual,Refrigerator,Drawer,False,,3.40,,3.40,33,19,20,317.00,11/16/2011 12:00:00 AM,
79604,Avanti,Avanti,RM3421B,Single Door,Manual,Refrigerator,Drawer,False,,3.40,,3.40,33,19,20,317.00,11/16/2011 12:00:00 AM,
79605,Avanti,Avanti,RM3422PS,Single Door,Manual,Refrigerator,Drawer,False,,3.40,,3.40,33,19,20,317.00,11/16/2011 12:00:00 AM,
79606,Avanti,Avanti,RM3423SS,Single Door,Manual,Refrigerator,Drawer,False,,3.40,,3.40,33,19,20,317.00,11/16/2011 12:00:00 AM,
78891,Avanti,Avanti,RM4120W,Single Door,Manual,Refrigerator-freezer,Drawer,False,,3.56,0.54,4.10,34,20,22,343.00,7/26/2011 12:00:00 AM,
78892,Avanti,Avanti,RM4121B,Single Door,Manual,Refrigerator-freezer,Drawer,False,,3.56,0.54,4.10,34,20,22,343.00,7/26/2011 12:00:00 AM,
78893,Avanti,Avanti,RM4122PS,Single Door,Manual,Refrigerator-freezer,Drawer,False,,3.56,0.54,4.10,34,20,22,343.00,7/26/2011 12:00:00 AM,
78894,Avanti,Avanti,RM4123SS,Single Door,Manual,Refrigerator-freezer,Drawer,False,,3.56,0.54,4.10,34,20,22,343.00,7/26/2011 12:00:00 AM,
49472,Avanti,Avanti,RM4400*,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.30,,4.20,34,21,22,307.00,4/2/2004 12:00:00 AM,
49473,Avanti,Avanti,RM45****,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.20,,4.20,34,21,22,307.00,4/2/2004 12:00:00 AM,
78842,Avanti,Avanti,RM4550W-2,Single Door,Manual,Refrigerator,Drawer,False,,4.50,,4.50,33,21,22,321.00,7/22/2011 12:00:00 AM,
78843,Avanti,Avanti,RM4551B-2,Single Door,Manual,Refrigerator,Drawer,False,,4.50,,4.50,33,21,22,321.00,7/22/2011 12:00:00 AM,
78844,Avanti,Avanti,RM4589SS-2,Single Door,Manual,Refrigerator,Drawer,False,,4.50,,4.50,33,21,22,321.00,7/22/2011 12:00:00 AM,
66304,Avanti,Avanti,RM901W,Internal Freezer,Partial Automatic,Refrigerator-freezer,Door,False,Non-Ozone-Depleting,8.30,0.40,8.70,57,22,23,230.00,2/11/2002 12:00:00 AM,
78867,Avanti,Avanti,VM302W,Upright Freezer,Manual,Freezer,Drawer,False,,,2.80,2.80,34,20,20,286.00,7/22/2011 12:00:00 AM,
65935,Avanti,Avanti,VM399W,Upright Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,3.10,3.10,34,21,22,303.00,2/11/2002 12:00:00 AM,
66309,Avanti,Avanti,VM799W,Upright Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,7.40,7.40,57,22,24,354.00,2/11/2002 12:00:00 AM,
65929,Avanti,Magic Cool,508XWL,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.40,,4.40,34,21,22,292.00,2/11/2002 12:00:00 AM,
66303,Avanti,Magic Cool,509XBL,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.40,,4.40,34,21,22,292.00,2/11/2002 12:00:00 AM,
65930,Avanti,Magic Cool,519XSSL,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,4.40,,4.40,34,21,22,292.00,2/11/2002 12:00:00 AM,
65255,Avanti,Magic Cool,CF51P,Chest Freezer,Manual,Freezer,Door,False,Non-Ozone-Depleting,,3.70,3.70,34,23,24,166.00,3/13/2002 12:00:00 AM,
65926,Avanti,Summit,S19H,Single Door,Manual,Refrigerator,Door,False,Non-Ozone-Depleting,1.80,,1.80,21,18,21,292.00,2/11/2002 12:00:00 AM,
569,BSH Home Appliances,Bosch,B18ID80***,Upright Freezer,Automatic,Freezer,Door,False,Non-Ozone-Depleting,,8.40,8.40,84,18,24,450.00,3/17/2010 12:00:00 AM,
