Column1,Manufacturer Name,Brand Name,Model Number,Boiler Type,Energy Source,Burner Type,Pilot Light (T/F),Outdoor Install (T/F),Electrical Phase,Draft Equipment,Off Cycle Devices,Flue Gas,Control,Boiler Design,Pump Motor Design,Nominal Pump Motor HP,Pump Motor Type,Pump Motor Power Factor %,Name Plate Input BTUH,Rated Max Output BTUH,Min Input BTUH,Min Output BTUH,Combustion Efficiency,Thermal Efficiency,Standby Loss Watts,Minimum Thermal Efficiency,Annual Fuel Utilization Eff. (AFUE),Add Date,
53600,Lochinvar Corp.,Lochinvar Corp.,CBL045F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,45000,37000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53599,Lochinvar Corp.,Lochinvar Corp.,CBL045F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,45000,37000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53602,Lochinvar Corp.,Lochinvar Corp.,CBL045M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,45000,37000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53601,Lochinvar Corp.,Lochinvar Corp.,CBL045M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,45000,37000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53604,Lochinvar Corp.,Lochinvar Corp.,CBL075F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,75000,62000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53603,Lochinvar Corp.,Lochinvar Corp.,CBL075F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,75000,62000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53606,Lochinvar Corp.,Lochinvar Corp.,CBL075M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,75000,62000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53605,Lochinvar Corp.,Lochinvar Corp.,CBL075M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,75000,62000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53608,Lochinvar Corp.,Lochinvar Corp.,CBL090F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,90000,75000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53607,Lochinvar Corp.,Lochinvar Corp.,CBL090F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,90000,75000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53610,Lochinvar Corp.,Lochinvar Corp.,CBL090M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,90000,75000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53609,Lochinvar Corp.,Lochinvar Corp.,CBL090M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,90000,75000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53612,Lochinvar Corp.,Lochinvar Corp.,CBL135F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,135000,112000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53611,Lochinvar Corp.,Lochinvar Corp.,CBL135F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,135000,112000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53614,Lochinvar Corp.,Lochinvar Corp.,CBL135M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,135000,112000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53613,Lochinvar Corp.,Lochinvar Corp.,CBL135M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,135000,112000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53616,Lochinvar Corp.,Lochinvar Corp.,CBL180F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,180000,149000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53615,Lochinvar Corp.,Lochinvar Corp.,CBL180F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,180000,149000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53618,Lochinvar Corp.,Lochinvar Corp.,CBL180M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,180000,149000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53617,Lochinvar Corp.,Lochinvar Corp.,CBL180M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,180000,149000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53620,Lochinvar Corp.,Lochinvar Corp.,CBL215F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,215000,178000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53619,Lochinvar Corp.,Lochinvar Corp.,CBL215F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,215000,178000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53622,Lochinvar Corp.,Lochinvar Corp.,CBL215M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,215000,178000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53621,Lochinvar Corp.,Lochinvar Corp.,CBL215M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,215000,178000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53624,Lochinvar Corp.,Lochinvar Corp.,CBL260F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,260000,216000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53623,Lochinvar Corp.,Lochinvar Corp.,CBL260F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,260000,216000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53626,Lochinvar Corp.,Lochinvar Corp.,CBL260M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,260000,216000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53625,Lochinvar Corp.,Lochinvar Corp.,CBL260M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,260000,216000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53628,Lochinvar Corp.,Lochinvar Corp.,CBN045F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,45000,37000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53627,Lochinvar Corp.,Lochinvar Corp.,CBN045F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,45000,37000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53630,Lochinvar Corp.,Lochinvar Corp.,CBN045M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,45000,37000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53629,Lochinvar Corp.,Lochinvar Corp.,CBN045M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,45000,37000,,,,,,,82.0,11/14/2007 12:00:00 AM,
62241,Lochinvar Corp.,Lochinvar Corp.,CBN0497,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,495000,401000,,,82.0,81.0,,,,11/30/2011 12:00:00 AM,
62242,Lochinvar Corp.,Lochinvar Corp.,CBN0647,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,645000,522000,,,82.0,81.0,,,,11/30/2011 12:00:00 AM,
62243,Lochinvar Corp.,Lochinvar Corp.,CBN0747,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,745000,603000,,,82.0,81.0,,,,11/30/2011 12:00:00 AM,
53632,Lochinvar Corp.,Lochinvar Corp.,CBN075F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,75000,62000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53631,Lochinvar Corp.,Lochinvar Corp.,CBN075F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,75000,62000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53634,Lochinvar Corp.,Lochinvar Corp.,CBN075M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,75000,62000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53633,Lochinvar Corp.,Lochinvar Corp.,CBN075M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,75000,62000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53636,Lochinvar Corp.,Lochinvar Corp.,CBN090F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,90000,75000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53635,Lochinvar Corp.,Lochinvar Corp.,CBN090F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,90000,75000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53638,Lochinvar Corp.,Lochinvar Corp.,CBN090M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,90000,75000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53637,Lochinvar Corp.,Lochinvar Corp.,CBN090M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,90000,75000,,,,,,,82.0,11/14/2007 12:00:00 AM,
54385,Lochinvar Corp.,Lochinvar Corp.,CBN0986,Water,LPG,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,985000,798000,360000,292000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54384,Lochinvar Corp.,Lochinvar Corp.,CBN0986,Water,Natural Gas,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,985000,798000,360000,292000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
62244,Lochinvar Corp.,Lochinvar Corp.,CBN0987,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,985000,798000,,,82.0,81.0,,,,11/30/2011 12:00:00 AM,
54387,Lochinvar Corp.,Lochinvar Corp.,CBN1256,Water,LPG,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1255000,1017000,540000,437000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54386,Lochinvar Corp.,Lochinvar Corp.,CBN1256,Water,Natural Gas,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1255000,1017000,540000,437000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
62245,Lochinvar Corp.,Lochinvar Corp.,CBN1257,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1255000,1017000,,,82.0,81.0,,,,11/30/2011 12:00:00 AM,
53640,Lochinvar Corp.,Lochinvar Corp.,CBN135F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,135000,112000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53639,Lochinvar Corp.,Lochinvar Corp.,CBN135F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,135000,112000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53642,Lochinvar Corp.,Lochinvar Corp.,CBN135M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,135000,112000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53641,Lochinvar Corp.,Lochinvar Corp.,CBN135M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,135000,112000,,,,,,,82.0,11/14/2007 12:00:00 AM,
54389,Lochinvar Corp.,Lochinvar Corp.,CBN1436,Water,LPG,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1435000,1162000,720000,583000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54388,Lochinvar Corp.,Lochinvar Corp.,CBN1436,Water,Natural Gas,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1435000,1162000,720000,583000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
62246,Lochinvar Corp.,Lochinvar Corp.,CBN1437,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1435000,1162000,,,82.0,81.0,,,,11/30/2011 12:00:00 AM,
54391,Lochinvar Corp.,Lochinvar Corp.,CBN1796,Water,LPG,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1795000,1454000,720000,583000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54390,Lochinvar Corp.,Lochinvar Corp.,CBN1796,Water,Natural Gas,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1795000,1454000,720000,583000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
62247,Lochinvar Corp.,Lochinvar Corp.,CBN1797,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,1795000,1454000,,,82.0,81.0,,,,11/30/2011 12:00:00 AM,
53644,Lochinvar Corp.,Lochinvar Corp.,CBN180F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,180000,149000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53643,Lochinvar Corp.,Lochinvar Corp.,CBN180F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,180000,149000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53646,Lochinvar Corp.,Lochinvar Corp.,CBN180M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,180000,149000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53645,Lochinvar Corp.,Lochinvar Corp.,CBN180M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,180000,149000,,,,,,,82.0,11/14/2007 12:00:00 AM,
54393,Lochinvar Corp.,Lochinvar Corp.,CBN2066,Water,LPG,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,2065000,1673000,990000,802000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54392,Lochinvar Corp.,Lochinvar Corp.,CBN2066,Water,Natural Gas,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,2065000,1673000,990000,802000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
62248,Lochinvar Corp.,Lochinvar Corp.,CBN2067,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,2065000,1673000,,,82.0,81.0,,,,11/30/2011 12:00:00 AM,
53648,Lochinvar Corp.,Lochinvar Corp.,CBN215F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,215000,178000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53647,Lochinvar Corp.,Lochinvar Corp.,CBN215F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,215000,178000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53650,Lochinvar Corp.,Lochinvar Corp.,CBN215M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,215000,178000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53649,Lochinvar Corp.,Lochinvar Corp.,CBN215M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,215000,178000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53652,Lochinvar Corp.,Lochinvar Corp.,CBN260F9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,260000,216000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53651,Lochinvar Corp.,Lochinvar Corp.,CBN260F9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,260000,216000,,,,,,,84.0,11/14/2007 12:00:00 AM,
53654,Lochinvar Corp.,Lochinvar Corp.,CBN260M9,Water,LPG,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,260000,216000,,,,,,,82.0,11/14/2007 12:00:00 AM,
53653,Lochinvar Corp.,Lochinvar Corp.,CBN260M9,Water,Natural Gas,Injection Type,False,False,1,,Stack Damper,Non-Condensing,Single-Stage,Copper,,,,,260000,216000,,,,,,,82.0,11/14/2007 12:00:00 AM,
54395,Lochinvar Corp.,Lochinvar Corp.,CBN315,Water,LPG,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,315000,258000,158000,128000,83.0,82.0,,,,12/12/2007 12:00:00 AM,
54394,Lochinvar Corp.,Lochinvar Corp.,CBN315,Water,Natural Gas,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,315000,258000,158000,128000,83.0,82.0,,,,12/12/2007 12:00:00 AM,
54397,Lochinvar Corp.,Lochinvar Corp.,CBN360,Water,LPG,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,360000,295000,180000,146000,83.0,82.0,,,,12/12/2007 12:00:00 AM,
54396,Lochinvar Corp.,Lochinvar Corp.,CBN360,Water,Natural Gas,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,360000,295000,180000,146000,83.0,82.0,,,,12/12/2007 12:00:00 AM,
54399,Lochinvar Corp.,Lochinvar Corp.,CBN399,Water,LPG,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,399000,328000,200000,162000,83.0,82.0,,,,12/12/2007 12:00:00 AM,
54398,Lochinvar Corp.,Lochinvar Corp.,CBN399,Water,Natural Gas,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,399000,328000,200000,162000,83.0,82.0,,,,12/12/2007 12:00:00 AM,
54401,Lochinvar Corp.,Lochinvar Corp.,CBN495,Water,LPG,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,495000,401000,250000,203000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54400,Lochinvar Corp.,Lochinvar Corp.,CBN495,Water,Natural Gas,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,495000,401000,250000,203000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54403,Lochinvar Corp.,Lochinvar Corp.,CBN500,Water,LPG,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,500000,410000,250000,203000,83.0,82.0,,,,12/12/2007 12:00:00 AM,
54402,Lochinvar Corp.,Lochinvar Corp.,CBN500,Water,Natural Gas,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,500000,410000,250000,203000,83.0,82.0,,,,12/12/2007 12:00:00 AM,
54405,Lochinvar Corp.,Lochinvar Corp.,CBN645,Water,LPG,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,645000,522000,300000,243000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54404,Lochinvar Corp.,Lochinvar Corp.,CBN645,Water,Natural Gas,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,645000,522000,300000,243000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54407,Lochinvar Corp.,Lochinvar Corp.,CBN745,Water,LPG,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,745000,603000,350000,284000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
54406,Lochinvar Corp.,Lochinvar Corp.,CBN745,Water,Natural Gas,Power,False,False,1,None,None,Non-Condensing,Two-Stage Modulating,Copper,,,,,745000,603000,350000,284000,82.0,81.0,,,,12/12/2007 12:00:00 AM,
62249,Lochinvar Corp.,Lochinvar Corp.,CHN0402,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,399000,339000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
62250,Lochinvar Corp.,Lochinvar Corp.,CHN0502,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,500000,425000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
62251,Lochinvar Corp.,Lochinvar Corp.,CHN0652,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,650000,553000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
62252,Lochinvar Corp.,Lochinvar Corp.,CHN0752,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,750000,638000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
62253,Lochinvar Corp.,Lochinvar Corp.,CHN0992,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,990000,842000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
62254,Lochinvar Corp.,Lochinvar Corp.,CHN1262,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,1260000,1071000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
62255,Lochinvar Corp.,Lochinvar Corp.,CHN1442,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,1440000,1224000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
62256,Lochinvar Corp.,Lochinvar Corp.,CHN1802,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,1800000,1530000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
62257,Lochinvar Corp.,Lochinvar Corp.,CHN2072,Water,Natural Gas,Power,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,2070000,1760000,,,85.0,85.0,,,,11/30/2011 12:00:00 AM,
53656,Lochinvar Corp.,Lochinvar Corp.,EBL150,Water,LPG,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,150000,129000,,,,,,,83.2,11/14/2007 12:00:00 AM,
53655,Lochinvar Corp.,Lochinvar Corp.,EBL150,Water,Natural Gas,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,150000,129000,,,,,,,83.2,11/14/2007 12:00:00 AM,
53658,Lochinvar Corp.,Lochinvar Corp.,EBL200,Water,LPG,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,200000,170000,,,,,,,83.1,11/14/2007 12:00:00 AM,
53657,Lochinvar Corp.,Lochinvar Corp.,EBL200,Water,Natural Gas,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,200000,170000,,,,,,,83.1,11/14/2007 12:00:00 AM,
53660,Lochinvar Corp.,Lochinvar Corp.,EBL250,Water,LPG,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,250000,218000,,,,,,,83.2,11/14/2007 12:00:00 AM,
53659,Lochinvar Corp.,Lochinvar Corp.,EBL250,Water,Natural Gas,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,250000,218000,,,,,,,83.2,11/14/2007 12:00:00 AM,
53662,Lochinvar Corp.,Lochinvar Corp.,EBN150,Water,LPG,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,150000,129000,,,,,,,83.2,11/14/2007 12:00:00 AM,
53661,Lochinvar Corp.,Lochinvar Corp.,EBN150,Water,Natural Gas,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,150000,129000,,,,,,,83.2,11/14/2007 12:00:00 AM,
53664,Lochinvar Corp.,Lochinvar Corp.,EBN200,Water,LPG,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,200000,170000,,,,,,,83.1,11/14/2007 12:00:00 AM,
53663,Lochinvar Corp.,Lochinvar Corp.,EBN200,Water,Natural Gas,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,200000,170000,,,,,,,83.1,11/14/2007 12:00:00 AM,
53666,Lochinvar Corp.,Lochinvar Corp.,EBN250,Water,LPG,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,250000,218000,,,,,,,83.2,11/14/2007 12:00:00 AM,
53665,Lochinvar Corp.,Lochinvar Corp.,EBN250,Water,Natural Gas,Power,False,False,1,,None,Non-Condensing,Single-Stage,Copper,,,,,250000,218000,,,,,,,83.2,11/14/2007 12:00:00 AM,
55988,Lochinvar Corp.,Lochinvar Corp.,ECN210,Water,Natural Gas,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,210000,190000,,,,,,,95.7,3/16/2010 12:00:00 AM,
55989,Lochinvar Corp.,Lochinvar Corp.,ECN285,Water,Natural Gas,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,285000,260000,,,,,,,96.0,3/16/2010 12:00:00 AM,
62227,Lochinvar Corp.,Lochinvar Corp.,FBD1500,Water,LPG,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1500000,1380000,,,92.0,92.0,,,,11/30/2011 12:00:00 AM,
62226,Lochinvar Corp.,Lochinvar Corp.,FBD1500,Water,Natural Gas,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1500000,1380000,,,92.0,92.0,,,,11/30/2011 12:00:00 AM,
62229,Lochinvar Corp.,Lochinvar Corp.,FBD2000,Water,LPG,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,2000000,1840000,,,92.0,92.0,,,,11/30/2011 12:00:00 AM,
62228,Lochinvar Corp.,Lochinvar Corp.,FBD2000,Water,Natural Gas,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,2000000,1840000,,,92.0,92.0,,,,11/30/2011 12:00:00 AM,
62231,Lochinvar Corp.,Lochinvar Corp.,FBD2500,Water,LPG,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,2500000,2300000,,,92.0,92.0,,,,11/30/2011 12:00:00 AM,
62230,Lochinvar Corp.,Lochinvar Corp.,FBD2500,Water,Natural Gas,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,2500000,2300000,,,92.0,92.0,,,,11/30/2011 12:00:00 AM,
62233,Lochinvar Corp.,Lochinvar Corp.,FBD3000,Water,LPG,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,3000000,2760000,,,92.0,92.0,,,,11/30/2011 12:00:00 AM,
