Column1,Manufacturer Name,Brand Name,Model Number,Boiler Type,Energy Source,Burner Type,Pilot Light (T/F),Outdoor Install (T/F),Electrical Phase,Draft Equipment,Off Cycle Devices,Flue Gas,Control,Boiler Design,Pump Motor Design,Nominal Pump Motor HP,Pump Motor Type,Pump Motor Power Factor %,Name Plate Input BTUH,Rated Max Output BTUH,Min Input BTUH,Min Output BTUH,Combustion Efficiency,Thermal Efficiency,Standby Loss Watts,Minimum Thermal Efficiency,Annual Fuel Utilization Eff. (AFUE),Add Date,
54133,A O Smith Water Products,A O Smith Water Products,DB-1480,Water,Natural Gas,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Single-Stage,Copper,,,,,1480000,1184000,,,80.0,80.0,,,,12/12/2007 12:00:00 AM,
54134,A O Smith Water Products,A O Smith Water Products,DB-1610,Water,Natural Gas,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Single-Stage,Copper,,,,,1610000,1288000,,,80.0,80.0,,,,12/12/2007 12:00:00 AM,
54135,A O Smith Water Products,A O Smith Water Products,DB-1810,Water,Natural Gas,Injection Type,False,False,1,Draft Diverter,None,Non-Condensing,Single-Stage,Copper,,,,,1810000,1448000,,,80.0,80.0,,,,12/12/2007 12:00:00 AM,
54137,A O Smith Water Products,A O Smith Water Products,HW-670,Water,LPG,Injection Type,False,False,1,Draft Hood,None,Non-Condensing,Single-Stage,Copper,,,,,660000,544000,,,80.0,80.0,,,,12/12/2007 12:00:00 AM,
54136,A O Smith Water Products,A O Smith Water Products,HW-670,Water,Natural Gas,Injection Type,False,False,1,Draft Hood,None,Non-Condensing,Single-Stage,Copper,,,,,660000,544000,,,80.0,80.0,,,,12/12/2007 12:00:00 AM,
61271,A O Smith Water Products,A O Smith Water Products,VB 1000,Water,LPG,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,1000000,830000,250000,220000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61270,A O Smith Water Products,A O Smith Water Products,VB 1000,Water,Natural Gas,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,1000000,830000,250000,220000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61273,A O Smith Water Products,A O Smith Water Products,VB 1500,Water,LPG,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,1500000,1260000,375000,330000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61272,A O Smith Water Products,A O Smith Water Products,VB 1500,Water,Natural Gas,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,1500000,1260000,375000,330000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61275,A O Smith Water Products,A O Smith Water Products,VB 2000,Water,LPG,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,2000000,1680000,500000,440000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61274,A O Smith Water Products,A O Smith Water Products,VB 2000,Water,Natural Gas,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,2000000,1680000,500000,440000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61277,A O Smith Water Products,A O Smith Water Products,VB 500,Water,LPG,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,500000,413000,125000,110000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61276,A O Smith Water Products,A O Smith Water Products,VB 500,Water,Natural Gas,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,500000,413000,125000,110000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61279,A O Smith Water Products,A O Smith Water Products,VB 750,Water,LPG,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,750000,619000,188000,165000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61278,A O Smith Water Products,A O Smith Water Products,VB 750,Water,Natural Gas,Induced Draft,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,,,,,750000,619000,188000,165000,84.0,82.0,,,,8/2/2011 12:00:00 AM,
61997,A O Smith Water Products,A O Smith Water Products,XB 1000,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,920000,855000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
61969,A O Smith Water Products,A O Smith Water Products,XB 1000,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,920000,855000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
61999,A O Smith Water Products,A O Smith Water Products,XB 1300,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1300000,1209000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
61998,A O Smith Water Products,A O Smith Water Products,XB 1300,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1300000,1209000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62001,A O Smith Water Products,A O Smith Water Products,XB 1700,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1700000,1581000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62000,A O Smith Water Products,A O Smith Water Products,XB 1700,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1700000,1581000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62003,A O Smith Water Products,A O Smith Water Products,XB 2000,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,2000000,1860000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62002,A O Smith Water Products,A O Smith Water Products,XB 2000,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,2000000,1860000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62005,A O Smith Water Products,A O Smith Water Products,XB 2600,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,2600000,2418000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62004,A O Smith Water Products,A O Smith Water Products,XB 2600,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,2600000,2418000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62007,A O Smith Water Products,A O Smith Water Products,XB 3400,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,3400000,3162000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62006,A O Smith Water Products,A O Smith Water Products,XB 3400,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,3400000,3162000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62009,A O Smith Water Products,A O Smith Water Products,XW 1000,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,920000,855000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62008,A O Smith Water Products,A O Smith Water Products,XW 1000,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,920000,855000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62011,A O Smith Water Products,A O Smith Water Products,XW 1300,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,1300000,1209000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62010,A O Smith Water Products,A O Smith Water Products,XW 1300,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,1300000,1209000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62013,A O Smith Water Products,A O Smith Water Products,XW 1700,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Single-Stage,Other,Single-Speed,,Standard,,1700000,1581000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62012,A O Smith Water Products,A O Smith Water Products,XW 1700,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Single-Stage,Other,Single-Speed,,Standard,,1700000,1581000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62015,A O Smith Water Products,A O Smith Water Products,XW 2000,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,2000000,1860000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62014,A O Smith Water Products,A O Smith Water Products,XW 2000,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,2000000,1860000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62017,A O Smith Water Products,A O Smith Water Products,XW 2600,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,2600000,2418000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62016,A O Smith Water Products,A O Smith Water Products,XW 2600,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,2600000,2418000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62019,A O Smith Water Products,A O Smith Water Products,XW 3400,Water,LPG,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,3400000,3162000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
62018,A O Smith Water Products,A O Smith Water Products,XW 3400,Water,Natural Gas,Induced Draft,False,False,1,None,None,Condensing,Step Modulating,Other,Single-Speed,,Standard,,3400000,3162000,,,94.4,93.0,,,,8/22/2011 12:00:00 AM,
31825,Ace Boiler Inc.,Ace Boiler Inc.,B11EO,Both Steam & Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Copper,No Match,,No Match,,1060000,,1060000,,80.5,,0,80.5,,2/29/1996 12:00:00 AM,
239,Ace Boiler Inc.,Ace Boiler Inc.,B13EO,Both Steam & Water,LPG,No Match,False,True,3,No Match,No Match,No Match,No Match,Copper,No Match,,No Match,,1275000,,1275000,,80.5,,0,80.5,,2/29/1996 12:00:00 AM,
31986,Ace Boiler Inc.,Ace Boiler Inc.,B15EO,Both Steam & Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Copper,No Match,,No Match,,1500000,,1500000,,80.5,,0,80.5,,2/29/1996 12:00:00 AM,
31706,Ace Boiler Inc.,Ace Boiler Inc.,B3EO,Both Steam & Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Copper,No Match,,No Match,,300000,,300000,,80.5,,0,80.5,,2/29/1996 12:00:00 AM,
31866,Ace Boiler Inc.,Ace Boiler Inc.,B4EO,Both Steam & Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Copper,No Match,,No Match,,420000,,420000,,80.5,,0,80.5,,2/29/1996 12:00:00 AM,
41,Ace Boiler Inc.,Ace Boiler Inc.,B5EO,Both Steam & Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Copper,No Match,,No Match,,500000,,500000,,80.5,,0,80.5,,2/29/1996 12:00:00 AM,
159,Ace Boiler Inc.,Ace Boiler Inc.,B7EO,Both Steam & Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Copper,No Match,,No Match,,670000,,670000,,80.5,,0,80.5,,2/29/1996 12:00:00 AM,
80,Ace Boiler Inc.,Ace Boiler Inc.,B8EO,Both Steam & Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Copper,No Match,,No Match,,760000,,760000,,80.5,,0,80.5,,2/29/1996 12:00:00 AM,
55227,Aerco International,Aerco International,BMK 1.5 LN,Water,Natural Gas,Injection Type,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1500000,1379000,,,93.9,91.9,,,,4/14/2008 12:00:00 AM,
62494,Aerco International,Aerco International,BMK 1.5LN,Water,Natural Gas,Power,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1500000,1379000,1500000,65000,95.4,95.4,,,,2/14/2012 12:00:00 AM,
62484,Aerco International,Aerco International,BMK 1000,Water,Natural Gas,Power,False,False,1,None,None,Condensing,Single-Stage,Other,,,,,1000000,968000,1000000,968000,96.8,96.8,,,,12/30/2011 12:00:00 AM,
54131,Aerco International,Aerco International,BMK 2.0 LN,Water,Natural Gas,Injection Type,False,False,1,,None,Condensing,Step Modulating,Other,,,,,2000000,1846000,,,92.3,91.0,,,,12/12/2007 12:00:00 AM,
54132,Aerco International,Aerco International,BMK 3.0 LN,Water,Natural Gas,Injection Type,False,False,1,,None,Condensing,Step Modulating,Other,,,,,3000000,2856000,,,95.2,93.9,,,,12/12/2007 12:00:00 AM,
62485,Aerco International,Aerco International,BMK 750,Water,Natural Gas,Power,False,False,1,None,None,Condensing,Single-Stage,Other,,,,,750000,721000,750000000,721000000,96.2,95.6,,,,12/30/2011 12:00:00 AM,
55751,Aerco International,Aerco International,MLX1060,Water,LPG,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1060000,975000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55750,Aerco International,Aerco International,MLX1060,Water,Natural Gas,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,1060000,975000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55753,Aerco International,Aerco International,MLX303,Water,LPG,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,303000,279000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55752,Aerco International,Aerco International,MLX303,Water,Natural Gas,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,303000,279000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55755,Aerco International,Aerco International,MLX454,Water,LPG,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,454000,418000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55754,Aerco International,Aerco International,MLX454,Water,Natural Gas,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,454000,418000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55757,Aerco International,Aerco International,MLX606,Water,LPG,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,606000,558000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55756,Aerco International,Aerco International,MLX606,Water,Natural Gas,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,606000,558000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55759,Aerco International,Aerco International,MLX757,Water,LPG,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,757000,696000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55758,Aerco International,Aerco International,MLX757,Water,Natural Gas,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,757000,696000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55761,Aerco International,Aerco International,MLX909,Water,LPG,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,909000,835000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
55760,Aerco International,Aerco International,MLX909,Water,Natural Gas,Pressure,False,False,1,None,None,Condensing,Step Modulating,Other,,,,,909000,835000,45000000,44100000,92.0,92.0,,,,8/17/2009 12:00:00 AM,
52796,Ajax Boiler Inc.,Ajax,A100,Water,Natural Gas,Luminous,False,False,1,None,None,Condensing,Step Modulating,Copper,None,,,,1000000,930000,250000,242500,93.0,92.0,,,,8/15/2007 12:00:00 AM,
52597,Ajax Boiler Inc.,Ajax,A100W,Water,Natural Gas,Luminous,False,True,1,None,None,Condensing,Step Modulating,Copper,None,,No Match,,1000000,930000,250000,242500,93.0,92.0,,98.0,,8/15/2007 12:00:00 AM,
52797,Ajax Boiler Inc.,Ajax,A150,Water,Natural Gas,Luminous,False,False,1,None,None,Condensing,Step Modulating,Copper,None,,,,1500000,1395000,375000,363750,93.0,92.0,,,,8/15/2007 12:00:00 AM,
52599,Ajax Boiler Inc.,Ajax,A150W,Water,Natural Gas,Luminous,False,True,1,None,None,Condensing,Step Modulating,Copper,None,,No Match,,1500000,1395000,375000,363750,93.0,92.0,,98.0,,8/15/2007 12:00:00 AM,
52798,Ajax Boiler Inc.,Ajax,A200,Water,Natural Gas,Luminous,False,False,1,None,None,Condensing,Step Modulating,Copper,None,,,,2000000,1860000,500000,485000,93.0,92.0,,,,8/15/2007 12:00:00 AM,
52601,Ajax Boiler Inc.,Ajax,A200W,Water,Natural Gas,Luminous,False,True,1,None,None,Condensing,Step Modulating,Copper,None,,No Match,,2000000,1860000,500000,485000,93.0,92.0,0,98.0,,8/15/2007 12:00:00 AM,
52799,Ajax Boiler Inc.,Ajax,A250,Water,Natural Gas,Luminous,False,False,1,None,None,Condensing,Step Modulating,Copper,None,,,,2500000,2325000,625000,606250,93.0,92.0,0,,,8/15/2007 12:00:00 AM,
52603,Ajax Boiler Inc.,Ajax,A250W,Water,Natural Gas,Luminous,False,True,1,None,None,Condensing,Step Modulating,Copper,None,,No Match,,2500000,2325000,625000,606250,93.0,92.0,0,98.0,,8/15/2007 12:00:00 AM,
52800,Ajax Boiler Inc.,Ajax,A300,Water,Natural Gas,Luminous,False,False,1,None,None,Condensing,Step Modulating,Copper,None,,,,3000000,2790000,750000,727500,93.0,92.0,0,,,8/15/2007 12:00:00 AM,
52605,Ajax Boiler Inc.,Ajax,A300W,Water,Natural Gas,Luminous,False,True,1,None,None,Condensing,Step Modulating,Copper,None,,No Match,,3000000,2790000,750000,727500,93.0,92.0,0,98.0,,8/15/2007 12:00:00 AM,
52801,Ajax Boiler Inc.,Ajax,AO50,Water,Natural Gas,Luminous,False,False,1,None,None,Condensing,Step Modulating,Copper,None,,,,500000,465000,125000,121250,93.0,92.0,0,,,8/15/2007 12:00:00 AM,
52607,Ajax Boiler Inc.,Ajax,AO50W,Water,Natural Gas,Luminous,False,True,1,None,None,Condensing,Step Modulating,Copper,None,,No Match,,500000,465000,125000,121250,93.0,92.0,0,98.0,,8/15/2007 12:00:00 AM,
52802,Ajax Boiler Inc.,Ajax,AO75,Water,Natural Gas,Luminous,False,False,1,None,None,Condensing,Step Modulating,Copper,None,,,,750000,697500,187500,181875,93.0,92.0,,,,8/15/2007 12:00:00 AM,
52609,Ajax Boiler Inc.,Ajax,AO75W,Water,Natural Gas,Luminous,False,True,1,None,None,Condensing,Step Modulating,Copper,None,,No Match,,750000,697500,187500,181875,93.0,92.0,,98.0,,8/15/2007 12:00:00 AM,
52611,Ajax Boiler Inc.,Ajax,B11E0,Water,Natural Gas,Luminous,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,No Match,,1060000,848000,848000,704000,80.0,79.2,0,,,8/15/2007 12:00:00 AM,
52803,Ajax Boiler Inc.,Ajax,B11G,Water,Natural Gas,Luminous,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,,,1100000,880000,880000,704000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52613,Ajax Boiler Inc.,Ajax,B13E0,Water,Natural Gas,Luminous,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,No Match,,1300000,1040000,1040000,832000,80.0,79.2,0,,,8/15/2007 12:00:00 AM,
52804,Ajax Boiler Inc.,Ajax,B13G,Water,Natural Gas,Luminous,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,,,1300000,1040000,1040000,832000,80.0,79.2,0,,,8/15/2007 12:00:00 AM,
52615,Ajax Boiler Inc.,Ajax,B15E0,Water,Natural Gas,Luminous,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,No Match,,1500000,1200000,1200000,960000,80.0,79.2,0,,,8/15/2007 12:00:00 AM,
52805,Ajax Boiler Inc.,Ajax,B15G,Water,Natural Gas,Luminous,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,,,1500000,1200000,1200000,960000,80.0,79.2,0,,,8/15/2007 12:00:00 AM,
52617,Ajax Boiler Inc.,Ajax,B3E0,Water,Natural Gas,Luminous,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,No Match,,300000,240000,240000,192000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52806,Ajax Boiler Inc.,Ajax,B3G,Water,Natural Gas,Luminous,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,,,300000,240000,240000,192000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52619,Ajax Boiler Inc.,Ajax,B4E0,Water,Natural Gas,Luminous,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,No Match,,420000,330000,330000,268800,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52807,Ajax Boiler Inc.,Ajax,B4G,Water,Natural Gas,Luminous,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,,,420000,330000,330000,268800,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52621,Ajax Boiler Inc.,Ajax,B5E0,Water,Natural Gas,Luminous,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,No Match,,500000,400000,400000,320000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52808,Ajax Boiler Inc.,Ajax,B5G,Water,Natural Gas,Luminous,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,,,500000,400000,400000,320000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52809,Ajax Boiler Inc.,Ajax,B76,Water,Natural Gas,Luminous,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,,,700000,560000,560000,448000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52624,Ajax Boiler Inc.,Ajax,B7E0,Water,Natural Gas,Luminous,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,No Match,,670000,530000,530000,448000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52625,Ajax Boiler Inc.,Ajax,B8E0,Water,Natural Gas,Luminous,False,True,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,No Match,,760000,608000,608000,512000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
52810,Ajax Boiler Inc.,Ajax,B8G,Water,Natural Gas,Luminous,False,False,1,None,None,Non-Condensing,Step Modulating,Copper,Single-Speed,0.75,,,800000,640000,640000,512000,80.0,79.2,,,,8/15/2007 12:00:00 AM,
31870,Ajax Boiler Inc.,Ajax,DFG100W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,4200000,,1700000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
32114,Ajax Boiler Inc.,Ajax,DFG10W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,418000,,300000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31829,Ajax Boiler Inc.,Ajax,DFG125W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,5250000,,2200000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
205,Ajax Boiler Inc.,Ajax,DFG150W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,6300000,,2600000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31710,Ajax Boiler Inc.,Ajax,DFG15W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,628000,,400000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31830,Ajax Boiler Inc.,Ajax,DFG200W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,8400000,,3400000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31794,Ajax Boiler Inc.,Ajax,DFG20W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,837000,,500000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
165,Ajax Boiler Inc.,Ajax,DFG250W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,10500000,,4200000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31752,Ajax Boiler Inc.,Ajax,DFG25W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,1050000,,700000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31711,Ajax Boiler Inc.,Ajax,DFG300W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,12600000,,5000000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
32071,Ajax Boiler Inc.,Ajax,DFG30W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,1260000,,750000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
246,Ajax Boiler Inc.,Ajax,DFG350W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,14700000,,5800000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31909,Ajax Boiler Inc.,Ajax,DFG40W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,1670000,,800000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
288,Ajax Boiler Inc.,Ajax,DFG50W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,2090000,,1000000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31871,Ajax Boiler Inc.,Ajax,DFG60W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,2500000,,1000000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
125,Ajax Boiler Inc.,Ajax,DFG70W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,2930000,,1200000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31754,Ajax Boiler Inc.,Ajax,DFG80W,Water,Natural Gas,Power,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,3360000,,1400000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31873,Ajax Boiler Inc.,Ajax,DNG100W,Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,4200000,,4200000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
206,Ajax Boiler Inc.,Ajax,DNG10W,Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,418000,,418000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
47,Ajax Boiler Inc.,Ajax,DNG125W,Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,5250000,,5250000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
32116,Ajax Boiler Inc.,Ajax,DNG150W,Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,6300000,,6300000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31713,Ajax Boiler Inc.,Ajax,DNG15W,Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,628000,,628000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
31875,Ajax Boiler Inc.,Ajax,DNG200W,Water,Natural Gas,No Match,False,True,3,No Match,No Match,No Match,No Match,Other,No Match,,No Match,,8400000,,8400000,,80.0,,0,80.0,,1/7/1997 12:00:00 AM,
