Column1,"Manufacturer Name","Brand Name","Model Number","LED Type","Hybrid Luminaire (T/F)","High-Efficacy Hybrid Luminaire (T/F)","Maximum Rated Wattage","System Efficacy (LPW)","Labeled With Rated Wattage (T/F)","Add Date"
1578,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K + 204WHZ-WH",Luminaire,FALSE,,13,42,TRUE,2010/11/29
1580,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K + 205W-WH",Luminaire,FALSE,,13,41,TRUE,2010/11/29
2516,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K-120 + 204C-WH",Luminaire,FALSE,,14,45,TRUE,2011/04/01
2517,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K-120 + 204G-WH",Luminaire,FALSE,,14,44,TRUE,2011/04/01
2518,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K-120 + 204HZ-WH",Luminaire,FALSE,,14,44,TRUE,2011/04/01
2522,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K-120 + 204PT-SC",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2519,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K-120 + 204W-WH",Luminaire,FALSE,,14,44,TRUE,2011/04/01
2520,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K-120 + 204WHZ-ABZ",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2521,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K-120 + 204WHZ-WH",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2523,"Juno Lighting Inc.",Juno,"IC20SLEDG2-27K-120 + 205W-WH",Luminaire,FALSE,,14,41,TRUE,2011/04/01
1597,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 204B-WH",Luminaire,FALSE,,13,42,TRUE,2010/11/29
1589,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 204C-WH",Luminaire,FALSE,,13,49,TRUE,2010/11/29
1590,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 204G-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1591,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 204HZ-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1595,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 204PT-SC",Luminaire,FALSE,,13,46,TRUE,2010/11/29
1592,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 204W-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1593,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 204WHZ-ABZ",Luminaire,FALSE,,13,46,TRUE,2010/11/29
1594,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 204WHZ-WH",Luminaire,FALSE,,13,46,TRUE,2010/11/29
1596,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K + 205W-WH",Luminaire,FALSE,,13,46,TRUE,2010/11/29
2540,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 204B-WH",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2532,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 204C-WH",Luminaire,FALSE,,14,49,TRUE,2011/04/01
2533,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 204G-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2534,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 204HZ-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2538,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 204PT-SC",Luminaire,FALSE,,14,46,TRUE,2011/04/01
2535,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 204W-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2536,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 204WHZ-ABZ",Luminaire,FALSE,,14,46,TRUE,2011/04/01
2537,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 204WHZ-WH",Luminaire,FALSE,,14,46,TRUE,2011/04/01
2539,"Juno Lighting Inc.",Juno,"IC20SLEDG2-35K-120 + 205W-WH",Luminaire,FALSE,,14,46,TRUE,2011/04/01
1581,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K + 204C-WH",Luminaire,FALSE,,13,46,TRUE,2010/11/29
1582,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K + 204G-WH",Luminaire,FALSE,,13,45,TRUE,2010/11/29
1583,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K + 204HZ-WH",Luminaire,FALSE,,13,45,TRUE,2010/11/29
1587,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K + 204PT-SC",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1584,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K + 204W-WH",Luminaire,FALSE,,13,45,TRUE,2010/11/29
1585,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K + 204WHZ-ABZ",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1586,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K + 204WHZ-WH",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1588,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K + 205W-WH",Luminaire,FALSE,,13,42,TRUE,2010/11/29
2524,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K-120 + 204C-WH",Luminaire,FALSE,,14,46,TRUE,2011/04/01
2525,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K-120 + 204G-WH",Luminaire,FALSE,,14,45,TRUE,2011/04/01
2526,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K-120 + 204HZ-WH",Luminaire,FALSE,,14,45,TRUE,2011/04/01
2530,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K-120 + 204PT-SC",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2527,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K-120 + 204W-WH",Luminaire,FALSE,,14,45,TRUE,2011/04/01
2528,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K-120 + 204WHZ-ABZ",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2529,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K-120 + 204WHZ-WH",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2531,"Juno Lighting Inc.",Juno,"IC20SLEDG2-3K-120 + 205W-WH",Luminaire,FALSE,,14,42,TRUE,2011/04/01
1606,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 204B-WH",Luminaire,FALSE,,13,42,TRUE,2010/11/29
1598,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 204C-WH",Luminaire,FALSE,,13,49,TRUE,2010/11/29
1599,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 204G-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1600,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 204HZ-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1604,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 204PT-SC",Luminaire,FALSE,,13,46,TRUE,2010/11/29
1601,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 204W-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1602,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 204WHZ-ABZ",Luminaire,FALSE,,13,46,TRUE,2010/11/29
1603,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 204WHZ-WH",Luminaire,FALSE,,13,46,TRUE,2010/11/29
1605,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K + 205W-WH",Luminaire,FALSE,,13,46,TRUE,2010/11/29
2549,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 204B-WH",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2541,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 204C-WH",Luminaire,FALSE,,14,49,TRUE,2011/04/01
2542,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 204G-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2543,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 204HZ-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2547,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 204PT-SC",Luminaire,FALSE,,14,46,TRUE,2011/04/01
2544,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 204W-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2545,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 204WHZ-ABZ",Luminaire,FALSE,,14,46,TRUE,2011/04/01
2546,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 204WHZ-WH",Luminaire,FALSE,,14,46,TRUE,2011/04/01
2548,"Juno Lighting Inc.",Juno,"IC20SLEDG2-41K-120 + 205W-WH",Luminaire,FALSE,,14,46,TRUE,2011/04/01
161,"Juno Lighting Inc.",Juno,"IC22LED-35K + 24B***",Luminaire,FALSE,,14,40,TRUE,2010/04/30
158,"Juno Lighting Inc.",Juno,"IC22LED-35K + 24W-WH",Luminaire,FALSE,,14,45,TRUE,2010/04/30
160,"Juno Lighting Inc.",Juno,"IC22LED-35K + 27B-WH",Luminaire,FALSE,,14,42,TRUE,2010/04/30
153,"Juno Lighting Inc.",Juno,"IC22LED-35K + 27C-WH",Luminaire,FALSE,,14,46,TRUE,2010/04/30
154,"Juno Lighting Inc.",Juno,"IC22LED-35K + 27G-WH",Luminaire,FALSE,,14,46,TRUE,2010/04/30
155,"Juno Lighting Inc.",Juno,"IC22LED-35K + 27HZ-WH",Luminaire,FALSE,,14,46,TRUE,2010/04/30
159,"Juno Lighting Inc.",Juno,"IC22LED-35K + 27PT-SC",Luminaire,FALSE,,14,44,TRUE,2010/04/30
157,"Juno Lighting Inc.",Juno,"IC22LED-35K + 27W-WH",Luminaire,FALSE,,14,45,TRUE,2010/04/30
156,"Juno Lighting Inc.",Juno,"IC22LED-35K + 27WHZ***",Luminaire,FALSE,,14,45,TRUE,2010/04/30
150,"Juno Lighting Inc.",Juno,"IC22LED-3K + 24W-WH",Luminaire,FALSE,,14,44,TRUE,2010/04/30
152,"Juno Lighting Inc.",Juno,"IC22LED-3K + 27B-WH",Luminaire,FALSE,,14,41,TRUE,2010/04/30
145,"Juno Lighting Inc.",Juno,"IC22LED-3K + 27C-WH",Luminaire,FALSE,,14,46,TRUE,2010/04/30
146,"Juno Lighting Inc.",Juno,"IC22LED-3K + 27G-WH",Luminaire,FALSE,,14,46,TRUE,2010/04/30
147,"Juno Lighting Inc.",Juno,"IC22LED-3K + 27HZ-WH",Luminaire,FALSE,,14,45,TRUE,2010/04/30
151,"Juno Lighting Inc.",Juno,"IC22LED-3K + 27PT-SC",Luminaire,FALSE,,14,43,TRUE,2010/04/30
149,"Juno Lighting Inc.",Juno,"IC22LED-3K + 27W-WH",Luminaire,FALSE,,14,44,TRUE,2010/04/30
148,"Juno Lighting Inc.",Juno,"IC22LED-3K + 27WHZ***",Luminaire,FALSE,,14,44,TRUE,2010/04/30
170,"Juno Lighting Inc.",Juno,"IC22LED-41K + 24B***",Luminaire,FALSE,,14,42,TRUE,2010/04/30
167,"Juno Lighting Inc.",Juno,"IC22LED-41K + 24W-WH",Luminaire,FALSE,,14,46,TRUE,2010/04/30
169,"Juno Lighting Inc.",Juno,"IC22LED-41K + 27B-WH",Luminaire,FALSE,,14,44,TRUE,2010/04/30
162,"Juno Lighting Inc.",Juno,"IC22LED-41K + 27C-WH",Luminaire,FALSE,,14,48,TRUE,2010/04/30
163,"Juno Lighting Inc.",Juno,"IC22LED-41K + 27G-WH",Luminaire,FALSE,,14,48,TRUE,2010/04/30
164,"Juno Lighting Inc.",Juno,"IC22LED-41K + 27HZ-WH",Luminaire,FALSE,,14,47,TRUE,2010/04/30
168,"Juno Lighting Inc.",Juno,"IC22LED-41K + 27PT-SC",Luminaire,FALSE,,14,46,TRUE,2010/04/30
166,"Juno Lighting Inc.",Juno,"IC22LED-41K + 27W-WH",Luminaire,FALSE,,14,46,TRUE,2010/04/30
165,"Juno Lighting Inc.",Juno,"IC22LED-41K + 27WHZ***",Luminaire,FALSE,,14,46,TRUE,2010/04/30
1382,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K + 24W-WH",Luminaire,FALSE,,13,42,TRUE,2010/11/29
1376,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K + 27C-WH",Luminaire,FALSE,,13,44,TRUE,2010/11/29
1377,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K + 27G-WH",Luminaire,FALSE,,13,44,TRUE,2010/11/29
1378,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K + 27HZ-WH",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1383,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K + 27PT-SC",Luminaire,FALSE,,13,41,TRUE,2010/11/29
1381,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K + 27W-WH",Luminaire,FALSE,,13,42,TRUE,2010/11/29
1380,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K + 27WHZ-ABZ",Luminaire,FALSE,,13,42,TRUE,2010/11/29
1379,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K + 27WHZ-WH",Luminaire,FALSE,,13,42,TRUE,2010/11/29
2325,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K-120 + 24W-WH",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2319,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K-120 + 27C-WH",Luminaire,FALSE,,14,44,TRUE,2011/04/01
2320,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K-120 + 27G-WH",Luminaire,FALSE,,14,44,TRUE,2011/04/01
2321,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K-120 + 27HZ-WH",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2326,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K-120 + 27PT-SC",Luminaire,FALSE,,14,41,TRUE,2011/04/01
2324,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K-120 + 27W-WH",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2323,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K-120 + 27WHZ-ABZ",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2322,"Juno Lighting Inc.",Juno,"IC22LEDG2-27K-120 + 27WHZ-WH",Luminaire,FALSE,,14,42,TRUE,2011/04/01
1402,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 24B-ABZ",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1404,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 24B-BL",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1403,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 24B-SC",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1405,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 24B-WH",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1399,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 24W-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1401,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 27B-WH",Luminaire,FALSE,,13,45,TRUE,2010/11/29
1393,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 27C-WH",Luminaire,FALSE,,13,50,TRUE,2010/11/29
1394,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 27G-WH",Luminaire,FALSE,,13,50,TRUE,2010/11/29
1395,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 27HZ-WH",Luminaire,FALSE,,13,49,TRUE,2010/11/29
1400,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 27PT-SC",Luminaire,FALSE,,13,47,TRUE,2010/11/29
1398,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 27W-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1397,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 27WHZ-ABZ",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1396,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K + 27WHZ-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
2345,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 24B-ABZ",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2347,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 24B-BL",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2346,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 24B-SC",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2348,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 24B-WH",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2342,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 24W-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2344,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 27B-WH",Luminaire,FALSE,,14,45,TRUE,2011/04/01
2336,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 27C-WH",Luminaire,FALSE,,14,50,TRUE,2011/04/01
2337,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 27G-WH",Luminaire,FALSE,,14,50,TRUE,2011/04/01
2338,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 27HZ-WH",Luminaire,FALSE,,14,49,TRUE,2011/04/01
2343,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 27PT-SC",Luminaire,FALSE,,14,47,TRUE,2011/04/01
2341,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 27W-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2340,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 27WHZ-ABZ",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2339,"Juno Lighting Inc.",Juno,"IC22LEDG2-35K-120 + 27WHZ-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
1390,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 24W-WH",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1392,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 27B-WH",Luminaire,FALSE,,13,40,TRUE,2010/11/29
1384,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 27C-WH",Luminaire,FALSE,,13,45,TRUE,2010/11/29
1385,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 27G-WH",Luminaire,FALSE,,13,45,TRUE,2010/11/29
1386,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 27HZ-WH",Luminaire,FALSE,,13,44,TRUE,2010/11/29
1391,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 27PT-SC",Luminaire,FALSE,,13,42,TRUE,2010/11/29
1389,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 27W-WH",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1388,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 27WHZ-ABZ",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1387,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K + 27WHZ-WH",Luminaire,FALSE,,13,43,TRUE,2010/11/29
2333,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 24W-WH",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2335,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 27B-WH",Luminaire,FALSE,,14,40,TRUE,2011/04/01
2327,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 27C-WH",Luminaire,FALSE,,14,45,TRUE,2011/04/01
2328,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 27G-WH",Luminaire,FALSE,,14,45,TRUE,2011/04/01
2329,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 27HZ-WH",Luminaire,FALSE,,14,44,TRUE,2011/04/01
2334,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 27PT-SC",Luminaire,FALSE,,14,42,TRUE,2011/04/01
2332,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 27W-WH",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2331,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 27WHZ-ABZ",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2330,"Juno Lighting Inc.",Juno,"IC22LEDG2-3K-120 + 27WHZ-WH",Luminaire,FALSE,,14,43,TRUE,2011/04/01
1415,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 24B-ABZ",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1417,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 24B-BL",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1416,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 24B-SC",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1418,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 24B-WH",Luminaire,FALSE,,13,43,TRUE,2010/11/29
1412,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 24W-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1414,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 27B-WH",Luminaire,FALSE,,13,45,TRUE,2010/11/29
1406,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 27C-WH",Luminaire,FALSE,,13,50,TRUE,2010/11/29
1407,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 27G-WH",Luminaire,FALSE,,13,50,TRUE,2010/11/29
1408,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 27HZ-WH",Luminaire,FALSE,,13,49,TRUE,2010/11/29
1413,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 27PT-SC",Luminaire,FALSE,,13,47,TRUE,2010/11/29
1411,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 27W-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1410,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 27WHZ-ABZ",Luminaire,FALSE,,13,48,TRUE,2010/11/29
1409,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K + 27WHZ-WH",Luminaire,FALSE,,13,48,TRUE,2010/11/29
2358,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 24B-ABZ",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2360,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 24B-BL",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2359,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 24B-SC",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2361,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 24B-WH",Luminaire,FALSE,,14,43,TRUE,2011/04/01
2355,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 24W-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2357,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 27B-WH",Luminaire,FALSE,,14,45,TRUE,2011/04/01
2349,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 27C-WH",Luminaire,FALSE,,14,50,TRUE,2011/04/01
2350,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 27G-WH",Luminaire,FALSE,,14,50,TRUE,2011/04/01
2351,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 27HZ-WH",Luminaire,FALSE,,14,49,TRUE,2011/04/01
2356,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 27PT-SC",Luminaire,FALSE,,14,47,TRUE,2011/04/01
2354,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 27W-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2353,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 27WHZ-ABZ",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2352,"Juno Lighting Inc.",Juno,"IC22LEDG2-41K-120 + 27WHZ-WH",Luminaire,FALSE,,14,48,TRUE,2011/04/01
2878,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 239-WH",Luminaire,FALSE,,11,41,TRUE,2011/10/07
2877,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 24B***",Luminaire,FALSE,,11,43,TRUE,2011/10/07
2876,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 24B-ABZ",Luminaire,FALSE,,11,43,TRUE,2011/10/07
2874,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 24W-WH",Luminaire,FALSE,,11,53,TRUE,2011/10/07
2875,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 27B-WH",Luminaire,FALSE,,11,43,TRUE,2011/10/07
2867,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 27C-WH",Luminaire,FALSE,,11,58,TRUE,2011/10/07
2868,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 27G-WH",Luminaire,FALSE,,11,55,TRUE,2011/10/07
2869,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 27HZ-WH",Luminaire,FALSE,,11,55,TRUE,2011/10/07
2873,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 27PT-SC",Luminaire,FALSE,,11,54,TRUE,2011/10/07
2872,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 27W-WH",Luminaire,FALSE,,11,54,TRUE,2011/10/07
2871,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 27WHZ-ABZ",Luminaire,FALSE,,11,55,TRUE,2011/10/07
2870,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-1 + 27WHZ-WH",Luminaire,FALSE,,11,55,TRUE,2011/10/07
3052,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-U + 24W-WH",Luminaire,FALSE,,12,46,TRUE,2011/10/07
3045,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-U + 27C-WH",Luminaire,FALSE,,12,50,TRUE,2011/10/07
3046,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-U + 27G-WH",Luminaire,FALSE,,12,47,TRUE,2011/10/07
3047,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-U + 27HZ-WH",Luminaire,FALSE,,12,47,TRUE,2011/10/07
3051,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-U + 27PT-SC",Luminaire,FALSE,,12,46,TRUE,2011/10/07
3050,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-U + 27W-WH",Luminaire,FALSE,,12,46,TRUE,2011/10/07
3049,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-U + 27WHZ-ABZ",Luminaire,FALSE,,12,47,TRUE,2011/10/07
3048,"Juno Lighting Inc.",Juno,"IC22LEDG3-27K-U + 27WHZ-WH",Luminaire,FALSE,,12,47,TRUE,2011/10/07
2902,"Juno Lighting Inc.",Juno,"IC22LEDG3-35K-1 + 239-WH",Luminaire,FALSE,,11,45,TRUE,2011/10/07
2901,"Juno Lighting Inc.",Juno,"IC22LEDG3-35K-1 + 24B***",Luminaire,FALSE,,11,47,TRUE,2011/10/07
2900,"Juno Lighting Inc.",Juno,"IC22LEDG3-35K-1 + 24B-ABZ",Luminaire,FALSE,,11,47,TRUE,2011/10/07
