Column1,"Manufacturer Name","Brand Name","Model Number","LED Type","Hybrid Luminaire (T/F)","High-Efficacy Hybrid Luminaire (T/F)","Maximum Rated Wattage","System Efficacy (LPW)","Labeled With Rated Wattage (T/F)","Add Date"
2604,"Janmar Lighting","Janmar Lighting",698D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2605,"Janmar Lighting","Janmar Lighting",699D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2606,"Janmar Lighting","Janmar Lighting",736D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2607,"Janmar Lighting","Janmar Lighting",736DLM-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2608,"Janmar Lighting","Janmar Lighting",739D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2609,"Janmar Lighting","Janmar Lighting",739DOA-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2610,"Janmar Lighting","Janmar Lighting",792D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2611,"Janmar Lighting","Janmar Lighting",793D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2612,"Janmar Lighting","Janmar Lighting",794D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2613,"Janmar Lighting","Janmar Lighting",795D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2614,"Janmar Lighting","Janmar Lighting",796D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2615,"Janmar Lighting","Janmar Lighting",797D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2616,"Janmar Lighting","Janmar Lighting",798D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2617,"Janmar Lighting","Janmar Lighting",799D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2618,"Janmar Lighting","Janmar Lighting",801D-9.4LED-*,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2619,"Janmar Lighting","Janmar Lighting",815D-9.4LED-*,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2620,"Janmar Lighting","Janmar Lighting",823D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2621,"Janmar Lighting","Janmar Lighting",832D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2622,"Janmar Lighting","Janmar Lighting",844D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2623,"Janmar Lighting","Janmar Lighting",845D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2624,"Janmar Lighting","Janmar Lighting",846D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
2625,"Janmar Lighting","Janmar Lighting",847D-9.4LED-***,Luminaire,FALSE,,9,45,TRUE,2011/04/14
5519,"Journee Lighting Inc.",Zinnia,INF-G2-BK-10-25-30-80,Luminaire,FALSE,,17,57,TRUE,2012/04/27
5517,"Journee Lighting Inc.",Zinnia,INF-G2-BK-10-36-30-80,Luminaire,FALSE,,17,56,TRUE,2012/04/27
5515,"Journee Lighting Inc.",Zinnia,INF-G2-BK-10-60-30-80,Luminaire,FALSE,,17,53,TRUE,2012/04/27
5520,"Journee Lighting Inc.",Zinnia,INF-G2-WH-10-25-30-80,Luminaire,FALSE,,17,57,TRUE,2012/04/27
5518,"Journee Lighting Inc.",Zinnia,INF-G2-WH-10-36-30-80,Luminaire,FALSE,,17,56,TRUE,2012/04/27
5516,"Journee Lighting Inc.",Zinnia,INF-G2-WH-10-60-30-80,Luminaire,FALSE,,17,53,TRUE,2012/04/27
4142,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 12W-WH",Luminaire,FALSE,,11,50,TRUE,2011/11/04
4141,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 14B***",Luminaire,FALSE,,11,52,TRUE,2011/11/04
4137,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 14W-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/04
4139,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 17B-WH",Luminaire,FALSE,,11,53,TRUE,2011/11/04
4130,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 17C-WH",Luminaire,FALSE,,11,60,TRUE,2011/11/04
4131,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 17G-WH",Luminaire,FALSE,,11,59,TRUE,2011/11/04
4132,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 17HZ***",Luminaire,FALSE,,11,59,TRUE,2011/11/04
4138,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 17PT-SC",Luminaire,FALSE,,11,54,TRUE,2011/11/04
4136,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 17W-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/04
4134,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 17WHZ***",Luminaire,FALSE,,11,59,TRUE,2011/11/04
4143,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 4101-WH",Luminaire,FALSE,,11,50,TRUE,2011/11/04
4140,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 4103-WH",Luminaire,FALSE,,11,52,TRUE,2011/11/04
4133,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 4104HZ-SC",Luminaire,FALSE,,11,59,TRUE,2011/11/04
4135,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-1 + 4104WHZ-ABZ",Luminaire,FALSE,,11,59,TRUE,2011/11/04
4086,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 12W-WH",Luminaire,FALSE,,12,44,TRUE,2011/11/04
4085,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 14B***",Luminaire,FALSE,,12,46,TRUE,2011/11/04
4081,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 14W-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/04
4083,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 17B-WH",Luminaire,FALSE,,12,46,TRUE,2011/11/04
4074,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 17C-WH",Luminaire,FALSE,,12,52,TRUE,2011/11/04
4075,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 17G-WH",Luminaire,FALSE,,12,52,TRUE,2011/11/04
4076,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 17HZ***",Luminaire,FALSE,,12,52,TRUE,2011/11/04
4082,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 17PT-SC",Luminaire,FALSE,,12,48,TRUE,2011/11/04
4080,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 17W-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/04
4078,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 17WHZ***",Luminaire,FALSE,,12,52,TRUE,2011/11/04
4087,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 4101-WH",Luminaire,FALSE,,12,44,TRUE,2011/11/04
4084,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 4103-WH",Luminaire,FALSE,,12,46,TRUE,2011/11/04
4077,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 4104HZ-SC",Luminaire,FALSE,,12,52,TRUE,2011/11/04
4079,"Juno Lighting Inc.",Juno,"IC1LEDG3-27K-U + 4104WHZ-ABZ",Luminaire,FALSE,,12,52,TRUE,2011/11/04
4170,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 12W-WH",Luminaire,FALSE,,11,56,TRUE,2011/11/04
4169,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 14B***",Luminaire,FALSE,,11,58,TRUE,2011/11/04
4165,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 14W-WH",Luminaire,FALSE,,11,65,TRUE,2011/11/04
4167,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 17B-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/04
4158,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 17C-WH",Luminaire,FALSE,,11,66,TRUE,2011/11/04
4159,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 17G-WH",Luminaire,FALSE,,11,66,TRUE,2011/11/04
4160,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 17HZ***",Luminaire,FALSE,,11,66,TRUE,2011/11/04
4166,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 17PT-SC",Luminaire,FALSE,,11,61,TRUE,2011/11/04
4164,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 17W-WH",Luminaire,FALSE,,11,65,TRUE,2011/11/04
4162,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 17WHZ***",Luminaire,FALSE,,11,65,TRUE,2011/11/04
4171,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 4101-WH",Luminaire,FALSE,,11,56,TRUE,2011/11/04
4168,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 4103-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/04
4161,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 4104HZ-SC",Luminaire,FALSE,,11,66,TRUE,2011/11/04
4163,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-1 + 4104WHZ-ABZ",Luminaire,FALSE,,11,65,TRUE,2011/11/04
4114,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 12W-WH",Luminaire,FALSE,,12,49,TRUE,2011/11/04
4113,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 14B***",Luminaire,FALSE,,12,51,TRUE,2011/11/04
4109,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 14W-WH",Luminaire,FALSE,,12,57,TRUE,2011/11/04
4111,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 17B-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/04
4102,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 17C-WH",Luminaire,FALSE,,12,58,TRUE,2011/11/04
4103,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 17G-WH",Luminaire,FALSE,,12,58,TRUE,2011/11/04
4104,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 17HZ***",Luminaire,FALSE,,12,58,TRUE,2011/11/04
4110,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 17PT-SC",Luminaire,FALSE,,12,53,TRUE,2011/11/04
4108,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 17W-WH",Luminaire,FALSE,,12,57,TRUE,2011/11/04
4106,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 17WHZ***",Luminaire,FALSE,,12,57,TRUE,2011/11/04
4115,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 4101-WH",Luminaire,FALSE,,12,49,TRUE,2011/11/04
4112,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 4103-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/04
4105,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 4104HZ-SC",Luminaire,FALSE,,12,58,TRUE,2011/11/04
4107,"Juno Lighting Inc.",Juno,"IC1LEDG3-35K-U + 4104WHZ-ABZ",Luminaire,FALSE,,12,57,TRUE,2011/11/04
4156,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 12W-WH",Luminaire,FALSE,,11,54,TRUE,2011/11/04
4155,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 14B***",Luminaire,FALSE,,11,56,TRUE,2011/11/04
4151,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 14W-WH",Luminaire,FALSE,,11,63,TRUE,2011/11/04
4153,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 17B-WH",Luminaire,FALSE,,11,57,TRUE,2011/11/04
4144,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 17C-WH",Luminaire,FALSE,,11,64,TRUE,2011/11/04
4145,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 17G-WH",Luminaire,FALSE,,11,64,TRUE,2011/11/04
4146,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 17HZ***",Luminaire,FALSE,,11,64,TRUE,2011/11/04
4152,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 17PT-SC",Luminaire,FALSE,,11,59,TRUE,2011/11/04
4150,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 17W-WH",Luminaire,FALSE,,11,63,TRUE,2011/11/04
4148,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 17WHZ***",Luminaire,FALSE,,11,63,TRUE,2011/11/04
4157,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 4101-WH",Luminaire,FALSE,,11,54,TRUE,2011/11/04
4154,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 4103-WH",Luminaire,FALSE,,11,56,TRUE,2011/11/04
4147,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 4104HZ-SC",Luminaire,FALSE,,11,64,TRUE,2011/11/04
4149,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-1 + 4104WHZ-ABZ",Luminaire,FALSE,,11,63,TRUE,2011/11/04
4100,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 12W-WH",Luminaire,FALSE,,12,48,TRUE,2011/11/04
4099,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 14B***",Luminaire,FALSE,,12,49,TRUE,2011/11/04
4095,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 14W-WH",Luminaire,FALSE,,12,55,TRUE,2011/11/04
4097,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 17B-WH",Luminaire,FALSE,,12,50,TRUE,2011/11/04
4088,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 17C-WH",Luminaire,FALSE,,12,56,TRUE,2011/11/04
4089,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 17G-WH",Luminaire,FALSE,,12,56,TRUE,2011/11/04
4090,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 17HZ***",Luminaire,FALSE,,12,56,TRUE,2011/11/04
4096,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 17PT-SC",Luminaire,FALSE,,12,52,TRUE,2011/11/04
4094,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 17W-WH",Luminaire,FALSE,,12,55,TRUE,2011/11/04
4092,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 17WHZ***",Luminaire,FALSE,,12,56,TRUE,2011/11/04
4101,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 4101-WH",Luminaire,FALSE,,12,47,TRUE,2011/11/04
4098,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 4103-WH",Luminaire,FALSE,,12,49,TRUE,2011/11/04
4091,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 4104HZ-SC",Luminaire,FALSE,,12,56,TRUE,2011/11/04
4093,"Juno Lighting Inc.",Juno,"IC1LEDG3-3K-U + 4104WHZ-ABZ",Luminaire,FALSE,,12,56,TRUE,2011/11/04
4184,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 12W-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/04
4183,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 14B***",Luminaire,FALSE,,11,60,TRUE,2011/11/04
4179,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 14W-WH",Luminaire,FALSE,,11,67,TRUE,2011/11/04
4181,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 17B-WH",Luminaire,FALSE,,11,61,TRUE,2011/11/04
4172,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 17C-WH",Luminaire,FALSE,,11,69,TRUE,2011/11/04
4173,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 17G-WH",Luminaire,FALSE,,11,68,TRUE,2011/11/04
4174,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 17HZ***",Luminaire,FALSE,,11,68,TRUE,2011/11/04
4180,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 17PT-SC",Luminaire,FALSE,,11,63,TRUE,2011/11/04
4178,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 17W-WH",Luminaire,FALSE,,11,67,TRUE,2011/11/04
4176,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 17WHZ***",Luminaire,FALSE,,11,68,TRUE,2011/11/04
4185,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 4101-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/04
4182,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 4103-WH",Luminaire,FALSE,,11,60,TRUE,2011/11/04
4175,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 4104HZ-SC",Luminaire,FALSE,,11,68,TRUE,2011/11/04
4177,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-1 + 4104WHZ-ABZ",Luminaire,FALSE,,11,68,TRUE,2011/11/04
4128,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 12W-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/04
4127,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 14B***",Luminaire,FALSE,,12,53,TRUE,2011/11/04
4123,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 14W-WH",Luminaire,FALSE,,12,59,TRUE,2011/11/04
4125,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 17B-WH",Luminaire,FALSE,,12,53,TRUE,2011/11/04
4116,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 17C-WH",Luminaire,FALSE,,12,60,TRUE,2011/11/04
4117,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 17G-WH",Luminaire,FALSE,,12,60,TRUE,2011/11/04
4118,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 17HZ***",Luminaire,FALSE,,12,60,TRUE,2011/11/04
4124,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 17PT-SC",Luminaire,FALSE,,12,55,TRUE,2011/11/04
4122,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 17W-WH",Luminaire,FALSE,,12,59,TRUE,2011/11/04
4120,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 17WHZ***",Luminaire,FALSE,,12,60,TRUE,2011/11/04
4129,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 4101-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/04
4126,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 4103-WH",Luminaire,FALSE,,12,53,TRUE,2011/11/04
4119,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 4104HZ-SC",Luminaire,FALSE,,12,60,TRUE,2011/11/04
4121,"Juno Lighting Inc.",Juno,"IC1LEDG3-41K-U + 4104WHZ-ABZ",Luminaire,FALSE,,12,60,TRUE,2011/11/04
5205,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 14W-WH",Luminaire,FALSE,,14,43,TRUE,2012/01/20
5197,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 17C-WH",Luminaire,FALSE,,14,44,TRUE,2012/01/20
5198,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 17G-WH",Luminaire,FALSE,,14,44,TRUE,2012/01/20
5199,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 17HZ***",Luminaire,FALSE,,14,44,TRUE,2012/01/20
5206,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 17PT-SC",Luminaire,FALSE,,14,41,TRUE,2012/01/20
5204,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 17W-WH",Luminaire,FALSE,,14,43,TRUE,2012/01/20
5202,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 17WHZ-ABZ",Luminaire,FALSE,,14,44,TRUE,2012/01/20
5201,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 17WHZ-WH",Luminaire,FALSE,,14,44,TRUE,2012/01/20
5200,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 4104HZ-SC",Luminaire,FALSE,,14,44,TRUE,2012/01/20
5203,"Juno Lighting Inc.",Juno,"IC1LWDG3-3K-1 + 4104WHZ-ABZ",Luminaire,FALSE,,14,44,TRUE,2012/01/20
4494,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 12W-WH",Luminaire,FALSE,,11,51,TRUE,2011/11/15
4493,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 14B***",Luminaire,FALSE,,11,52,TRUE,2011/11/15
4489,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 14W-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/15
4491,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 17B-WH",Luminaire,FALSE,,11,53,TRUE,2011/11/15
4482,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 17C-WH",Luminaire,FALSE,,11,60,TRUE,2011/11/15
4483,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 17G-WH",Luminaire,FALSE,,11,59,TRUE,2011/11/15
4484,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 17HZ***",Luminaire,FALSE,,11,59,TRUE,2011/11/15
4490,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 17PT-SC",Luminaire,FALSE,,11,55,TRUE,2011/11/15
4488,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 17W-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/15
4486,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 17WHZ***",Luminaire,FALSE,,11,59,TRUE,2011/11/15
4495,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 4101-WH",Luminaire,FALSE,,11,50,TRUE,2011/11/15
4492,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 4103-WH",Luminaire,FALSE,,11,52,TRUE,2011/11/15
4485,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 4104HZ-SC",Luminaire,FALSE,,11,59,TRUE,2011/11/15
4487,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-1 + 4104WHZ-ABZ",Luminaire,FALSE,,11,59,TRUE,2011/11/15
4438,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 12W-WH",Luminaire,FALSE,,12,44,TRUE,2011/11/15
4437,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 14B***",Luminaire,FALSE,,12,46,TRUE,2011/11/15
4433,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 14W-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/15
4435,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 17B-WH",Luminaire,FALSE,,12,46,TRUE,2011/11/15
4426,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 17C-WH",Luminaire,FALSE,,12,52,TRUE,2011/11/15
4427,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 17G-WH",Luminaire,FALSE,,12,52,TRUE,2011/11/15
4428,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 17HZ***",Luminaire,FALSE,,12,52,TRUE,2011/11/15
4434,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 17PT-SC",Luminaire,FALSE,,12,48,TRUE,2011/11/15
4432,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 17W-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/15
4430,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 17WHZ***",Luminaire,FALSE,,12,52,TRUE,2011/11/15
4439,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 4101-WH",Luminaire,FALSE,,12,44,TRUE,2011/11/15
4436,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 4103-WH",Luminaire,FALSE,,12,46,TRUE,2011/11/15
4429,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 4104HZ-SC",Luminaire,FALSE,,12,52,TRUE,2011/11/15
4431,"Juno Lighting Inc.",Juno,"IC1RLEDG3-27K-U + 4104WHZ-ABZ",Luminaire,FALSE,,12,52,TRUE,2011/11/15
4522,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 12W-WH",Luminaire,FALSE,,11,56,TRUE,2011/11/15
4521,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 14B***",Luminaire,FALSE,,11,58,TRUE,2011/11/15
4517,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 14W-WH",Luminaire,FALSE,,11,65,TRUE,2011/11/15
4519,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 17B-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/15
4510,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 17C-WH",Luminaire,FALSE,,11,66,TRUE,2011/11/15
4511,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 17G-WH",Luminaire,FALSE,,11,66,TRUE,2011/11/15
4512,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 17HZ***",Luminaire,FALSE,,11,66,TRUE,2011/11/15
4518,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 17PT-SC",Luminaire,FALSE,,11,61,TRUE,2011/11/15
4516,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 17W-WH",Luminaire,FALSE,,11,65,TRUE,2011/11/15
4514,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 17WHZ***",Luminaire,FALSE,,11,65,TRUE,2011/11/15
4523,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 4101-WH",Luminaire,FALSE,,11,56,TRUE,2011/11/15
4520,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 4103-WH",Luminaire,FALSE,,11,58,TRUE,2011/11/15
4513,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 4104HZ-SC",Luminaire,FALSE,,11,66,TRUE,2011/11/15
4515,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-1 + 4104WHZ-ABZ",Luminaire,FALSE,,11,65,TRUE,2011/11/15
4466,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-U + 12W-WH",Luminaire,FALSE,,12,49,TRUE,2011/11/15
4465,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-U + 14B***",Luminaire,FALSE,,12,51,TRUE,2011/11/15
4461,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-U + 14W-WH",Luminaire,FALSE,,12,57,TRUE,2011/11/15
4463,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-U + 17B-WH",Luminaire,FALSE,,12,51,TRUE,2011/11/15
4454,"Juno Lighting Inc.",Juno,"IC1RLEDG3-35K-U + 17C-WH",Luminaire,FALSE,,12,58,TRUE,2011/11/15
