Column1,Manufacturer Name,Brand Name,Model Number,Energy Source,Pilot Light (T/F),Heattraps (T/F),Hot Water Supply Boiler (T/F),Insulation Type,Mobile Home (T/F),Rated Volume,Measured Volume,Input BTUH,Thermal Efficiency,Standby Loss Percent/Hour,Standby Loss BTUH,Recovery Electric Power Watts,Standby Electric Power Watts,Insulation R-Value,Flue Damper (T/F),Fan Assisted Combustion (T/F),Add Date,
3485,American Water Heater Co.,American Water Heater Co.,G52-100T77-4NOV,Natural Gas,False,,,No Match,False,,96.8,77000,83.3,2.05,,0,0,,,,3/10/2003 12:00:00 AM,
3492,American Water Heater Co.,American Water Heater Co.,G52-100T77-4PV,LPG,False,,,No Match,False,,96.8,77000,83.3,2.05,,0,0,,,,3/10/2003 12:00:00 AM,
3255,American Water Heater Co.,American Water Heater Co.,G52-75T75-4N***,Natural Gas,False,,,,False,,74.6,75100,79.3,2.44,,0,0,,,,1/26/2000 12:00:00 AM,
1882,American Water Heater Co.,American Water Heater Co.,G52-75T75-4N0***     ,Natural Gas,False,,,,False,,74.8,75100,80.0,2.53,,0,0,,,,8/23/2001 12:00:00 AM,
1778,American Water Heater Co.,American Water Heater Co.,G52-75T75-4P***      ,LPG,False,,,,False,,74.8,75100,80.0,2.53,,0,0,,,,8/23/2001 12:00:00 AM,
3486,American Water Heater Co.,American Water Heater Co.,G62-100T77-4NOV,Natural Gas,False,,,No Match,False,,96.8,77000,83.3,2.05,,0,0,,,,3/10/2003 12:00:00 AM,
3377,American Water Heater Co.,American Water Heater Co.,G62-100T77-4PV,LPG,False,,,,False,,96.8,77000,83.3,2.05,,0,0,,,,3/10/2003 12:00:00 AM,
3257,American Water Heater Co.,American Water Heater Co.,G62-75T75-4N***,Natural Gas,False,,,,False,,74.6,75100,79.3,2.44,,0,0,,,,1/26/2000 12:00:00 AM,
1883,American Water Heater Co.,American Water Heater Co.,G62-75T75-4N0***     ,Natural Gas,False,,,,False,,74.8,75100,80.0,2.53,,0,0,,,,8/23/2001 12:00:00 AM,
1779,American Water Heater Co.,American Water Heater Co.,G62-75T75-4P***      ,LPG,False,,,,False,,74.8,75100,80.0,2.53,,0,0,,,,8/23/2001 12:00:00 AM,
1025,American Water Heater Co.,American Water Heater Co.,G82-100T77-4NOV,Natural Gas,False,,,,False,,96.8,77000,83.3,2.05,,0,0,,,,3/10/2003 12:00:00 AM,
3378,American Water Heater Co.,American Water Heater Co.,G82-100T77-4PV,LPG,False,,,,False,,96.8,77000,83.3,2.05,,0,0,,,,3/10/2003 12:00:00 AM,
3259,American Water Heater Co.,American Water Heater Co.,G82-75T75-4N***,Natural Gas,False,,,,False,,74.6,75100,79.3,2.44,,0,0,,,,1/26/2000 12:00:00 AM,
1884,American Water Heater Co.,American Water Heater Co.,G82-75T75-4N0***     ,Natural Gas,False,,,,False,,74.8,75100,80.0,2.53,,0,0,,,,8/23/2001 12:00:00 AM,
1780,American Water Heater Co.,American Water Heater Co.,G82-75T75-4P***      ,LPG,False,,,,False,,74.8,75100,80.0,2.53,,0,0,,,,8/23/2001 12:00:00 AM,
3487,American Water Heater Co.,American Water Heater Co.,G92-100T77-4NOV,Natural Gas,False,,,No Match,False,,96.8,77000,83.3,2.05,,0,0,,,,3/10/2003 12:00:00 AM,
3379,American Water Heater Co.,American Water Heater Co.,G92-100T77-4PV,LPG,False,,,,False,,96.8,77000,83.3,2.05,,0,0,,,,3/10/2003 12:00:00 AM,
3147,American Water Heater Co.,American Water Heater Co.,G92-75T75-4N***,Natural Gas,False,,,,False,,74.6,75100,79.3,2.44,,0,0,,,,1/26/2000 12:00:00 AM,
1885,American Water Heater Co.,American Water Heater Co.,G92-75T75-4N0***     ,Natural Gas,False,,,,False,,74.8,75100,80.0,2.53,,0,0,,,,8/23/2001 12:00:00 AM,
1781,American Water Heater Co.,American Water Heater Co.,G92-75T75-4P***      ,LPG,False,,,,False,,74.8,75100,80.0,2.53,,0,0,,,,8/23/2001 12:00:00 AM,
2862,American Water Heater Co.,American Water Heater Co.,GVF100-100***,Natural Gas,False,False,,,False,,95.0,100000,80.0,2.22,,0,0,,,,3/1/1993 12:00:00 AM,
2863,American Water Heater Co.,American Water Heater Co.,GVF80-100***,Natural Gas,False,False,,,False,,95.0,80000,80.0,2.33,,0,0,,,,3/1/1993 12:00:00 AM,
2864,American Water Heater Co.,American Water Heater Co.,GVF80-80***,Natural Gas,False,False,,,False,,77.0,80000,80.0,2.56,,0,0,,,,3/1/1993 12:00:00 AM,
2865,American Water Heater Co.,American Water Heater Co.,MAF100-100***,Natural Gas,False,False,,,False,,95.0,100000,80.0,2.22,,0,0,,,,3/1/1993 12:00:00 AM,
2866,American Water Heater Co.,American Water Heater Co.,MAF80-100***,Natural Gas,False,False,,,False,,95.0,80000,80.0,2.33,,0,0,,,,3/1/1993 12:00:00 AM,
2867,American Water Heater Co.,American Water Heater Co.,MAF80-80***,Natural Gas,False,False,,,False,,77.0,80000,80.0,2.56,,0,0,,,,3/1/1993 12:00:00 AM,
3345,American Water Heater Co.,American Water Heater Co.,PBCG102-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3149,American Water Heater Co.,American Water Heater Co.,PBCG102-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3150,American Water Heater Co.,American Water Heater Co.,PBCG102-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3346,American Water Heater Co.,American Water Heater Co.,PBCG102-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3347,American Water Heater Co.,American Water Heater Co.,PBCG122-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3151,American Water Heater Co.,American Water Heater Co.,PBCG122-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3152,American Water Heater Co.,American Water Heater Co.,PBCG122-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3348,American Water Heater Co.,American Water Heater Co.,PBCG122-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3349,American Water Heater Co.,American Water Heater Co.,PBCG32-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3153,American Water Heater Co.,American Water Heater Co.,PBCG32-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3154,American Water Heater Co.,American Water Heater Co.,PBCG32-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3350,American Water Heater Co.,American Water Heater Co.,PBCG32-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3351,American Water Heater Co.,American Water Heater Co.,PBCG52-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3155,American Water Heater Co.,American Water Heater Co.,PBCG52-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3156,American Water Heater Co.,American Water Heater Co.,PBCG52-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3352,American Water Heater Co.,American Water Heater Co.,PBCG52-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3353,American Water Heater Co.,American Water Heater Co.,PBCG62-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3157,American Water Heater Co.,American Water Heater Co.,PBCG62-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3158,American Water Heater Co.,American Water Heater Co.,PBCG62-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3354,American Water Heater Co.,American Water Heater Co.,PBCG62-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3355,American Water Heater Co.,American Water Heater Co.,PBCG82-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3159,American Water Heater Co.,American Water Heater Co.,PBCG82-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3160,American Water Heater Co.,American Water Heater Co.,PBCG82-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3356,American Water Heater Co.,American Water Heater Co.,PBCG82-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3357,American Water Heater Co.,American Water Heater Co.,PBCG92-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3161,American Water Heater Co.,American Water Heater Co.,PBCG92-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3162,American Water Heater Co.,American Water Heater Co.,PBCG92-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3358,American Water Heater Co.,American Water Heater Co.,PBCG92-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
2868,American Water Heater Co.,American Water Heater Co.,PBG102-34S100-2LPV,LPG,False,False,,,False,,32.8,100000,94.0,0.98,,75,150,,,,12/6/1993 12:00:00 AM,
2869,American Water Heater Co.,American Water Heater Co.,PBG102-34S100-2NV,Natural Gas,False,False,,,False,,32.8,100000,94.0,0.98,,75,150,,,,12/6/1993 12:00:00 AM,
3359,American Water Heater Co.,American Water Heater Co.,PBG102-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
2870,American Water Heater Co.,American Water Heater Co.,PBG102-50T100-2LPV,LPG,False,False,,,False,,47.7,100000,94.0,0.97,,74,92,,,,12/6/1993 12:00:00 AM,
3129,American Water Heater Co.,American Water Heater Co.,PBG102-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3163,American Water Heater Co.,American Water Heater Co.,PBG102-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3360,American Water Heater Co.,American Water Heater Co.,PBG102-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3361,American Water Heater Co.,American Water Heater Co.,PBG122-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3164,American Water Heater Co.,American Water Heater Co.,PBG122-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3165,American Water Heater Co.,American Water Heater Co.,PBG122-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3333,American Water Heater Co.,American Water Heater Co.,PBG122-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3334,American Water Heater Co.,American Water Heater Co.,PBG32-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3166,American Water Heater Co.,American Water Heater Co.,PBG32-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3167,American Water Heater Co.,American Water Heater Co.,PBG32-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3335,American Water Heater Co.,American Water Heater Co.,PBG32-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3336,American Water Heater Co.,American Water Heater Co.,PBG52-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3168,American Water Heater Co.,American Water Heater Co.,PBG52-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3169,American Water Heater Co.,American Water Heater Co.,PBG52-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3337,American Water Heater Co.,American Water Heater Co.,PBG52-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3338,American Water Heater Co.,American Water Heater Co.,PBG62-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3170,American Water Heater Co.,American Water Heater Co.,PBG62-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3171,American Water Heater Co.,American Water Heater Co.,PBG62-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3339,American Water Heater Co.,American Water Heater Co.,PBG62-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3340,American Water Heater Co.,American Water Heater Co.,PBG82-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3172,American Water Heater Co.,American Water Heater Co.,PBG82-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3173,American Water Heater Co.,American Water Heater Co.,PBG82-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3341,American Water Heater Co.,American Water Heater Co.,PBG82-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
3342,American Water Heater Co.,American Water Heater Co.,PBG92-34S85-2NV,Natural Gas,False,,,,False,,32.8,85000,94.0,0.98,,75,150,,,,11/9/2000 12:00:00 AM,
3174,American Water Heater Co.,American Water Heater Co.,PBG92-50T100-2NV,Natural Gas,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3175,American Water Heater Co.,American Water Heater Co.,PBG92-50T100-2PV,LPG,False,,,,False,,47.8,100000,95.7,0.81,,147,122,,,,1/26/2000 12:00:00 AM,
3343,American Water Heater Co.,American Water Heater Co.,PBG92-50T85-2NV,Natural Gas,False,,,,False,,47.8,85000,95.7,0.81,,147,122,,,,11/9/2000 12:00:00 AM,
2872,American Water Heater Co.,American Water Heater Co.,PC100-34****,Natural Gas,False,False,,,False,,35.0,100000,94.0,1.21,,60,0,,,,3/1/1993 12:00:00 AM,
2873,American Water Heater Co.,American Water Heater Co.,PC100-50****,Natural Gas,False,False,,,False,,48.0,100000,94.0,0.97,,60,0,,,,3/1/1993 12:00:00 AM,
2005,American Water Heater Co.,American Water Heater Co.,PG1 34-100-2NV       ,Natural Gas,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
2012,American Water Heater Co.,American Water Heater Co.,PG1 34-100-2PV       ,LPG,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
3040,American Water Heater Co.,American Water Heater Co.,PG1 34-130-2NV       ,Natural Gas,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1722,American Water Heater Co.,American Water Heater Co.,PG1 34-130-2PV       ,LPG,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1765,American Water Heater Co.,American Water Heater Co.,PG1 50-130-2NV       ,Natural Gas,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
1726,American Water Heater Co.,American Water Heater Co.,PG1 50-130-2PV       ,LPG,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
2036,American Water Heater Co.,American Water Heater Co.,PG1 50-175-3NV       ,Natural Gas,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
2044,American Water Heater Co.,American Water Heater Co.,PG1 50-175-3PV       ,LPG,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
864,American Water Heater Co.,American Water Heater Co.,PG10 100-199-3NV,Natural Gas,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
80,American Water Heater Co.,American Water Heater Co.,PG10 100-199-3PV,LPG,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
957,American Water Heater Co.,American Water Heater Co.,PG10 34-100-2NV      ,Natural Gas,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
2018,American Water Heater Co.,American Water Heater Co.,PG10 34-100-2PV      ,LPG,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
1688,American Water Heater Co.,American Water Heater Co.,PG10 34-130-2NV      ,Natural Gas,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1753,American Water Heater Co.,American Water Heater Co.,PG10 34-130-2PV      ,LPG,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1887,American Water Heater Co.,American Water Heater Co.,PG10 50-130-2NV      ,Natural Gas,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
1747,American Water Heater Co.,American Water Heater Co.,PG10 50-130-2PV      ,LPG,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
769,American Water Heater Co.,American Water Heater Co.,PG10 50-150-2NV,Natural Gas,False,False,,Non-Ozone-Depleting,False,50.0,47.9,150000,95.1,0.86,239,65,157,,,,3/29/2005 12:00:00 AM,
775,American Water Heater Co.,American Water Heater Co.,PG10 50-150-2PV,LPG,False,False,,Non-Ozone-Depleting,False,50.0,47.9,150000,95.1,0.86,239,65,157,,,,3/29/2005 12:00:00 AM,
2042,American Water Heater Co.,American Water Heater Co.,PG10 50-175-3NV      ,Natural Gas,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
1941,American Water Heater Co.,American Water Heater Co.,PG10 50-175-3PV      ,LPG,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
75,American Water Heater Co.,American Water Heater Co.,PG12 100-199-3NV,Natural Gas,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
81,American Water Heater Co.,American Water Heater Co.,PG12 100-199-3PV,LPG,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
2011,American Water Heater Co.,American Water Heater Co.,PG12 34-100-2NV      ,Natural Gas,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
2019,American Water Heater Co.,American Water Heater Co.,PG12 34-100-2PV      ,LPG,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
1659,American Water Heater Co.,American Water Heater Co.,PG12 34-130-2NV      ,Natural Gas,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1735,American Water Heater Co.,American Water Heater Co.,PG12 34-130-2PV      ,LPG,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1737,American Water Heater Co.,American Water Heater Co.,PG12 50-130-2NV      ,Natural Gas,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
1754,American Water Heater Co.,American Water Heater Co.,PG12 50-130-2PV      ,LPG,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
770,American Water Heater Co.,American Water Heater Co.,PG12 50-150-2NV,Natural Gas,False,False,,Non-Ozone-Depleting,False,50.0,47.9,150000,95.1,0.86,239,65,157,,,,3/29/2005 12:00:00 AM,
776,American Water Heater Co.,American Water Heater Co.,PG12 50-150-2PV,LPG,False,False,,Non-Ozone-Depleting,False,50.0,47.9,150000,95.1,0.86,239,65,157,,,,3/29/2005 12:00:00 AM,
2043,American Water Heater Co.,American Water Heater Co.,PG12 50-175-3NV      ,Natural Gas,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
1959,American Water Heater Co.,American Water Heater Co.,PG12 50-175-3PV      ,LPG,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
72,American Water Heater Co.,American Water Heater Co.,PG3 100-199-3NV,Natural Gas,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
76,American Water Heater Co.,American Water Heater Co.,PG3 100-199-3PV,LPG,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
2006,American Water Heater Co.,American Water Heater Co.,PG3 34-100-2NV       ,Natural Gas,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
2013,American Water Heater Co.,American Water Heater Co.,PG3 34-100-2PV       ,LPG,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
962,American Water Heater Co.,American Water Heater Co.,PG3 34-130-2NV       ,Natural Gas,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1689,American Water Heater Co.,American Water Heater Co.,PG3 34-130-2PV       ,LPG,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1697,American Water Heater Co.,American Water Heater Co.,PG3 50-130-2NV       ,Natural Gas,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
1888,American Water Heater Co.,American Water Heater Co.,PG3 50-130-2PV       ,LPG,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
765,American Water Heater Co.,American Water Heater Co.,PG3 50-150-2NV,Natural Gas,False,False,,Non-Ozone-Depleting,False,50.0,47.9,150000,95.1,0.86,239,65,157,,,,3/29/2005 12:00:00 AM,
771,American Water Heater Co.,American Water Heater Co.,PG3 50-150-2PV,LPG,False,False,,Non-Ozone-Depleting,False,50.0,47.9,150000,95.1,0.86,239,65,157,,,,3/29/2005 12:00:00 AM,
2037,American Water Heater Co.,American Water Heater Co.,PG3 50-175-3NV       ,Natural Gas,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
2045,American Water Heater Co.,American Water Heater Co.,PG3 50-175-3PV       ,LPG,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
22,American Water Heater Co.,American Water Heater Co.,PG5 100-199-3NV,Natural Gas,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
77,American Water Heater Co.,American Water Heater Co.,PG5 100-199-3PV,LPG,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
2007,American Water Heater Co.,American Water Heater Co.,PG5 34-100-2NV       ,Natural Gas,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
2014,American Water Heater Co.,American Water Heater Co.,PG5 34-100-2PV       ,LPG,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
1987,American Water Heater Co.,American Water Heater Co.,PG5 34-130-2NV       ,Natural Gas,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1734,American Water Heater Co.,American Water Heater Co.,PG5 34-130-2PV       ,LPG,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1766,American Water Heater Co.,American Water Heater Co.,PG5 50-130-2NV       ,Natural Gas,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
1767,American Water Heater Co.,American Water Heater Co.,PG5 50-130-2PV       ,LPG,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
766,American Water Heater Co.,American Water Heater Co.,PG5 50-150-2NV,Natural Gas,False,False,,Non-Ozone-Depleting,False,50.0,47.9,150000,95.1,0.86,239,65,157,,,,3/29/2005 12:00:00 AM,
772,American Water Heater Co.,American Water Heater Co.,PG5 50-150-2PV,LPG,False,False,,Non-Ozone-Depleting,False,50.0,47.9,150000,95.1,0.86,239,65,157,,,,3/29/2005 12:00:00 AM,
2038,American Water Heater Co.,American Water Heater Co.,PG5 50-175-3NV       ,Natural Gas,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
2046,American Water Heater Co.,American Water Heater Co.,PG5 50-175-3PV       ,LPG,False,,,,False,,48.3,175000,95.5,0.81,,133,50,,,,6/20/2002 12:00:00 AM,
73,American Water Heater Co.,American Water Heater Co.,PG6 100-199-3NV,Natural Gas,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
78,American Water Heater Co.,American Water Heater Co.,PG6 100-199-3PV,LPG,False,,,Ozone-Depleting,False,100.0,97.9,199000,96.0,1.01,573,126,11,,,,9/27/2004 12:00:00 AM,
2008,American Water Heater Co.,American Water Heater Co.,PG6 34-100-2NV       ,Natural Gas,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
2015,American Water Heater Co.,American Water Heater Co.,PG6 34-100-2PV       ,LPG,False,,,,False,,32.7,100000,96.7,1.12,,52,21,,,,6/20/2002 12:00:00 AM,
1774,American Water Heater Co.,American Water Heater Co.,PG6 34-130-2NV       ,Natural Gas,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1660,American Water Heater Co.,American Water Heater Co.,PG6 34-130-2PV       ,LPG,False,,,,False,,32.7,130000,96.8,1.31,,119,48,,,,5/28/2002 12:00:00 AM,
1859,American Water Heater Co.,American Water Heater Co.,PG6 50-130-2NV       ,Natural Gas,False,,,,False,,47.8,130000,94.9,0.78,,112,37,,,,5/28/2002 12:00:00 AM,
